game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,ft_pct,fg3_pct
2022-11-22,202211220PHI,BRK,Q1,Royce O'Neale,https://www.basketball-reference.com/boxscores/202211220PHI.html,11.0,0,0,0,0,0,0,0,2,2,1,0,1,1,0,0,1.0,-7,,,
2022-11-22,202211220PHI,BRK,Q1,Kevin Durant,https://www.basketball-reference.com/boxscores/202211220PHI.html,12.0,3,4,0,0,2,2,0,1,1,3,0,1,0,0,8,9.5,-7,.750,1.000,
2022-11-22,202211220PHI,BRK,Q1,Ben Simmons,https://www.basketball-reference.com/boxscores/202211220PHI.html,7.97,1,2,0,0,2,2,0,0,0,4,0,0,1,0,4,4.8,-1,.500,1.000,
2022-11-22,202211220PHI,BRK,Q1,Kyrie Irving,https://www.basketball-reference.com/boxscores/202211220PHI.html,7.48,1,2,0,1,0,0,0,1,1,0,0,0,0,0,2,1.3,0,.500,,.000
2022-11-22,202211220PHI,BRK,Q1,Nic Claxton,https://www.basketball-reference.com/boxscores/202211220PHI.html,6.4,4,4,0,0,0,0,0,1,1,0,0,0,0,1,8,6.7,0,1.000,,
2022-11-22,202211220PHI,BRK,Q1,Seth Curry,https://www.basketball-reference.com/boxscores/202211220PHI.html,5.52,1,2,0,0,2,2,0,1,1,0,0,1,0,0,4,4.0,-7,.500,1.000,
2022-11-22,202211220PHI,BRK,Q1,Joe Harris,https://www.basketball-reference.com/boxscores/202211220PHI.html,5.52,0,3,0,2,0,0,0,0,0,0,0,0,1,1,0,-3.5,-7,.000,,.000
2022-11-22,202211220PHI,BRK,Q1,Markieff Morris,https://www.basketball-reference.com/boxscores/202211220PHI.html,4.12,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-6,,,
2022-11-22,202211220PHI,BRK,Q2,Royce O'Neale,https://www.basketball-reference.com/boxscores/202211220PHI.html,10.12,1,1,1,1,0,0,0,2,2,4,0,1,1,2,3,5.0,0,1.000,,1.000
2022-11-22,202211220PHI,BRK,Q2,Kevin Durant,https://www.basketball-reference.com/boxscores/202211220PHI.html,7.22,3,3,0,0,0,0,0,1,1,1,0,0,1,0,6,5.1,+3,1.000,,
