game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2023-04-11,202304110LAL,MIN,https://www.basketball-reference.com/boxscores/202304110LAL.html,28,32,26,12,4,102
2023-04-11,202304110LAL,LAL,https://www.basketball-reference.com/boxscores/202304110LAL.html,22,27,30,19,10,108
