game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2023-11-18,202311180MIL,DAL,Grant Williams,https://www.basketball-reference.com/boxscores/202311180MIL.html,37.78,5,11,.455,4,10,.400,0,0,3,4,7,2,0,1,1,1,14,12.3,+8,
2023-11-18,202311180MIL,DAL,Luka Dončić,https://www.basketball-reference.com/boxscores/202311180MIL.html,35.32,15,26,.577,4,9,.444,1,4,1,8,9,9,0,0,3,1,35,27.6,-17,.250
2023-11-18,202311180MIL,DAL,Kyrie Irving,https://www.basketball-reference.com/boxscores/202311180MIL.html,33.7,16,29,.552,3,10,.300,4,4,1,3,4,6,1,0,2,4,39,28.3,+13,1.000
2023-11-18,202311180MIL,DAL,Dereck Lively II,https://www.basketball-reference.com/boxscores/202311180MIL.html,23.9,3,4,.750,0,0,,0,0,3,7,10,2,0,1,3,5,6,5.7,-1,
2023-11-18,202311180MIL,DAL,Derrick Jones Jr.,https://www.basketball-reference.com/boxscores/202311180MIL.html,19.23,0,7,.000,0,2,.000,0,0,2,6,8,1,0,0,2,1,0,-3.4,0,
2023-11-18,202311180MIL,DAL,Tim Hardaway Jr.,https://www.basketball-reference.com/boxscores/202311180MIL.html,26.32,6,14,.429,4,10,.400,1,1,0,2,2,2,0,0,1,0,17,10.6,0,1.000
2023-11-18,202311180MIL,DAL,Dwight Powell,https://www.basketball-reference.com/boxscores/202311180MIL.html,23.6,1,2,.500,0,0,,1,1,0,3,3,1,0,0,0,3,3,2.4,-6,1.000
2023-11-18,202311180MIL,DAL,Josh Green,https://www.basketball-reference.com/boxscores/202311180MIL.html,19.73,1,3,.333,1,3,.333,0,0,1,3,4,3,0,0,0,1,3,4.6,-27,
2023-11-18,202311180MIL,DAL,Dante Exum,https://www.basketball-reference.com/boxscores/202311180MIL.html,11.28,3,5,.600,0,2,.000,0,0,0,1,1,1,0,0,0,0,6,4.7,+5,
2023-11-18,202311180MIL,DAL,Seth Curry,https://www.basketball-reference.com/boxscores/202311180MIL.html,9.12,1,2,.500,0,1,.000,0,0,0,1,1,0,0,0,0,0,2,1.3,-10,
2023-11-18,202311180MIL,MIL,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202311180MIL.html,37.85,18,26,.692,1,3,.333,3,5,2,13,15,7,2,1,3,3,40,36.9,-7,.600
2023-11-18,202311180MIL,MIL,Damian Lillard,https://www.basketball-reference.com/boxscores/202311180MIL.html,37.82,7,18,.389,4,11,.364,9,10,0,3,3,12,1,0,1,2,27,25.3,-6,.900
2023-11-18,202311180MIL,MIL,Malik Beasley,https://www.basketball-reference.com/boxscores/202311180MIL.html,33.85,3,9,.333,1,6,.167,0,0,0,6,6,0,1,0,0,3,7,3.5,+5,
2023-11-18,202311180MIL,MIL,Brook Lopez,https://www.basketball-reference.com/boxscores/202311180MIL.html,33.63,3,8,.375,1,6,.167,5,5,0,3,3,0,1,2,0,1,12,10.5,+8,1.000
2023-11-18,202311180MIL,MIL,Andre Jackson Jr.,https://www.basketball-reference.com/boxscores/202311180MIL.html,12.02,0,1,.000,0,0,,0,0,0,0,0,2,0,0,0,1,0,0.3,-11,
2023-11-18,202311180MIL,MIL,Pat Connaughton,https://www.basketball-reference.com/boxscores/202311180MIL.html,34.6,6,12,.500,4,9,.444,0,0,2,3,5,3,2,0,2,1,16,14.0,+22,
2023-11-18,202311180MIL,MIL,Bobby Portis,https://www.basketball-reference.com/boxscores/202311180MIL.html,21.88,5,10,.500,1,2,.500,0,0,1,6,7,2,0,0,0,0,11,9.9,+7,
2023-11-18,202311180MIL,MIL,Cameron Payne,https://www.basketball-reference.com/boxscores/202311180MIL.html,17.2,4,5,.800,3,4,.750,0,0,0,2,2,2,1,0,0,4,11,10.5,+10,
2023-11-18,202311180MIL,MIL,A.J. Green,https://www.basketball-reference.com/boxscores/202311180MIL.html,11.15,3,5,.600,2,4,.500,0,0,0,0,0,1,0,0,0,1,8,6.0,+7,
