game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2019-12-06,201912060SAS,SAC,https://www.basketball-reference.com/boxscores/201912060SAS.html,17,25,30,28,4,104
2019-12-06,201912060SAS,SAS,https://www.basketball-reference.com/boxscores/201912060SAS.html,21,31,17,31,5,105
