game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2021-11-24,202111240OKC,UTA,Q1,Rudy Gobert,https://www.basketball-reference.com/boxscores/202111240OKC.html,9.1,0,0,0,0,0,0,0,4,4,0,0,2,0,0,0,2.6,0,,,
2021-11-24,202111240OKC,UTA,Q1,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202111240OKC.html,9.67,1,5,0,3,0,0,0,1,1,2,0,0,0,0,2,0.6,-3,.200,.000,
2021-11-24,202111240OKC,UTA,Q1,Royce O'Neale,https://www.basketball-reference.com/boxscores/202111240OKC.html,8.02,0,4,0,2,0,0,0,2,2,0,3,0,0,0,0,0.8,-4,.000,.000,
2021-11-24,202111240OKC,UTA,Q1,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202111240OKC.html,8.02,2,5,0,2,0,0,0,0,0,0,0,0,0,0,4,1.3,-4,.400,.000,
2021-11-24,202111240OKC,UTA,Q1,Mike Conley,https://www.basketball-reference.com/boxscores/202111240OKC.html,8.0,2,4,2,4,0,0,1,0,1,3,0,0,0,1,6,6.4,0,.500,.500,
2021-11-24,202111240OKC,UTA,Q1,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202111240OKC.html,3.98,1,2,1,2,0,0,0,1,1,0,0,0,0,0,3,2.3,0,.500,.500,
2021-11-24,202111240OKC,UTA,Q1,Joe Ingles,https://www.basketball-reference.com/boxscores/202111240OKC.html,6.33,0,3,0,3,0,0,1,0,1,0,0,0,1,0,0,-2.4,-5,.000,.000,
2021-11-24,202111240OKC,UTA,Q1,Rudy Gay,https://www.basketball-reference.com/boxscores/202111240OKC.html,3.98,2,3,0,0,0,0,0,2,2,0,0,0,0,2,4,2.5,0,.667,,
2021-11-24,202111240OKC,UTA,Q1,Hassan Whiteside,https://www.basketball-reference.com/boxscores/202111240OKC.html,2.9,1,2,0,0,0,0,1,0,1,0,0,0,0,1,2,1.3,-4,.500,,
2021-11-24,202111240OKC,UTA,Q2,Rudy Gobert,https://www.basketball-reference.com/boxscores/202111240OKC.html,9.23,1,1,0,0,2,2,0,6,6,0,0,1,0,0,4,6.2,+5,1.000,,1.000
2021-11-24,202111240OKC,UTA,Q2,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202111240OKC.html,7.77,2,5,1,3,0,0,0,0,0,0,1,0,0,1,5,2.9,-6,.400,.333,
2021-11-24,202111240OKC,UTA,Q2,Royce O'Neale,https://www.basketball-reference.com/boxscores/202111240OKC.html,7.65,0,0,0,0,0,0,0,2,2,1,0,2,0,1,0,2.3,-8,,,
2021-11-24,202111240OKC,UTA,Q2,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202111240OKC.html,7.2,0,2,0,2,3,4,0,2,2,0,1,0,2,0,3,0.8,-4,.000,.000,.750
