game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2020-03-11,202003110PHI,DET,https://www.basketball-reference.com/boxscores/202003110PHI.html,95.7,0.53,8.7,14.0,0.202,110.7
2020-03-11,202003110PHI,PHI,https://www.basketball-reference.com/boxscores/202003110PHI.html,95.7,0.59,12.6,33.3,0.313,129.5
