game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2024-04-14,202404140LAC,HOU,Q1,Amen Thompson,https://www.basketball-reference.com/boxscores/202404140LAC.html,9.58,2,2,1.000,0,0,0,0,1,1,2,2,1,0,0,1,4,6.4,+5,,
2024-04-14,202404140LAC,HOU,Q1,Cam Whitmore,https://www.basketball-reference.com/boxscores/202404140LAC.html,9.58,1,2,.500,0,0,0,0,1,1,2,0,0,0,0,0,2,2.0,+5,,
2024-04-14,202404140LAC,HOU,Q1,Jabari Smith Jr.,https://www.basketball-reference.com/boxscores/202404140LAC.html,8.62,2,6,.333,1,4,0,0,1,3,4,1,0,0,0,0,5,3.9,+2,.250,
2024-04-14,202404140LAC,HOU,Q1,Jalen Green,https://www.basketball-reference.com/boxscores/202404140LAC.html,9.58,2,8,.250,2,6,0,0,0,2,2,2,0,0,0,0,6,3.2,+5,.333,
2024-04-14,202404140LAC,HOU,Q1,Jock Landale,https://www.basketball-reference.com/boxscores/202404140LAC.html,7.9,2,3,.667,1,1,0,0,2,1,3,1,0,0,0,0,5,6.1,+5,1.000,
2024-04-14,202404140LAC,HOU,Q1,Jeenathan Williams,https://www.basketball-reference.com/boxscores/202404140LAC.html,2.42,0,1,.000,0,0,0,2,0,0,0,0,0,0,0,0,0,-1.5,-2,,.000
2024-04-14,202404140LAC,HOU,Q1,Aaron Holiday,https://www.basketball-reference.com/boxscores/202404140LAC.html,5.8,0,2,.000,0,1,0,0,0,1,1,1,1,0,3,1,0,-2.8,-1,.000,
2024-04-14,202404140LAC,HOU,Q1,Jeff Green,https://www.basketball-reference.com/boxscores/202404140LAC.html,4.1,1,1,1.000,0,0,0,0,0,1,1,0,0,0,1,0,2,1.0,-2,,
2024-04-14,202404140LAC,HOU,Q1,Reggie Bullock,https://www.basketball-reference.com/boxscores/202404140LAC.html,2.42,0,0,,0,0,0,0,0,1,1,0,0,0,0,0,0,0.3,-2,,
2024-04-14,202404140LAC,HOU,Q2,Amen Thompson,https://www.basketball-reference.com/boxscores/202404140LAC.html,9.83,1,1,1.000,0,0,1,2,0,0,0,1,1,1,2,1,3,2.3,-6,,.500
2024-04-14,202404140LAC,HOU,Q2,Cam Whitmore,https://www.basketball-reference.com/boxscores/202404140LAC.html,9.78,2,5,.400,1,3,1,2,1,0,1,1,0,1,1,1,6,3.6,-2,.333,.500
2024-04-14,202404140LAC,HOU,Q2,Jabari Smith Jr.,https://www.basketball-reference.com/boxscores/202404140LAC.html,8.48,1,3,.333,0,1,0,0,1,1,2,1,0,0,0,1,2,1.6,-7,.000,
2024-04-14,202404140LAC,HOU,Q2,Jalen Green,https://www.basketball-reference.com/boxscores/202404140LAC.html,6.23,1,4,.250,0,3,0,0,0,2,2,0,0,0,0,0,2,0.2,-8,.000,
2024-04-14,202404140LAC,HOU,Q2,Jock Landale,https://www.basketball-reference.com/boxscores/202404140LAC.html,5.07,0,1,.000,0,0,0,0,0,0,0,0,0,0,3,0,0,-3.7,-10,,
2024-04-14,202404140LAC,HOU,Q2,Jeenathan Williams,https://www.basketball-reference.com/boxscores/202404140LAC.html,4.3,2,2,1.000,0,0,0,0,1,1,2,0,0,0,0,0,4,4.4,+5,,
2024-04-14,202404140LAC,HOU,Q2,Nate Hinton,https://www.basketball-reference.com/boxscores/202404140LAC.html,4.42,1,2,.500,0,1,0,0,1,1,2,1,0,0,0,1,2,2.3,+1,.000,
2024-04-14,202404140LAC,HOU,Q2,Jeff Green,https://www.basketball-reference.com/boxscores/202404140LAC.html,8.37,2,5,.400,1,2,0,0,1,0,1,0,0,1,0,1,5,3.3,-4,.500,
2024-04-14,202404140LAC,HOU,Q2,Reggie Bullock,https://www.basketball-reference.com/boxscores/202404140LAC.html,3.52,0,1,.000,0,1,0,0,0,2,2,0,0,0,1,1,0,-1.5,+1,.000,
2024-04-14,202404140LAC,HOU,Q3,Amen Thompson,https://www.basketball-reference.com/boxscores/202404140LAC.html,9.48,4,5,.800,0,0,1,1,3,2,5,2,1,1,1,2,9,11.1,+5,,1.000
2024-04-14,202404140LAC,HOU,Q3,Cam Whitmore,https://www.basketball-reference.com/boxscores/202404140LAC.html,10.65,5,7,.714,1,2,0,0,0,2,2,2,0,0,0,0,11,10.1,+9,.500,
