game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2023-01-12,202301120LAL,DAL,https://www.basketball-reference.com/boxscores/202301120LAL.html,36,23,23,19,7,11,119
2023-01-12,202301120LAL,LAL,https://www.basketball-reference.com/boxscores/202301120LAL.html,22,26,28,25,7,7,115
