game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2020-02-21,202002210UTA,SAS,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202002210UTA.html,35.52,8,17,.471,0,0,2,2,1.000,0,5,5,7,0,1,3,1,18,13.0,+10,
2020-02-21,202002210UTA,SAS,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/202002210UTA.html,34.7,6,17,.353,1,3,2,3,.667,3,5,8,4,1,1,0,4,15,11.6,+6,.333
2020-02-21,202002210UTA,SAS,Dejounte Murray,https://www.basketball-reference.com/boxscores/202002210UTA.html,34.43,10,16,.625,1,1,2,2,1.000,1,6,7,4,4,0,1,1,23,23.7,+15,1.000
2020-02-21,202002210UTA,SAS,Trey Lyles,https://www.basketball-reference.com/boxscores/202002210UTA.html,29.15,3,6,.500,1,2,0,0,,0,6,6,1,1,0,1,3,7,5.3,+23,.500
2020-02-21,202002210UTA,SAS,Bryn Forbes,https://www.basketball-reference.com/boxscores/202002210UTA.html,25.43,4,7,.571,4,6,1,2,.500,0,5,5,1,2,0,0,2,13,12.7,+20,.667
2020-02-21,202002210UTA,SAS,Patty Mills,https://www.basketball-reference.com/boxscores/202002210UTA.html,20.3,3,11,.273,2,6,7,7,1.000,0,1,1,0,0,0,1,5,15,5.8,-11,.333
2020-02-21,202002210UTA,SAS,Derrick White,https://www.basketball-reference.com/boxscores/202002210UTA.html,19.58,3,6,.500,1,2,7,8,.875,1,2,3,2,2,1,0,2,14,15.2,-9,.500
2020-02-21,202002210UTA,SAS,Rudy Gay,https://www.basketball-reference.com/boxscores/202002210UTA.html,15.1,2,6,.333,0,0,0,0,,1,3,4,1,0,0,0,1,4,2.5,-11,
2020-02-21,202002210UTA,SAS,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202002210UTA.html,13.28,0,2,.000,0,0,0,0,,1,6,7,2,2,4,0,0,0,7.3,+3,
2020-02-21,202002210UTA,SAS,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202002210UTA.html,12.48,1,3,.333,0,0,2,2,1.000,0,2,2,0,0,0,0,1,4,2.5,-1,
2020-02-21,202002210UTA,UTA,Rudy Gobert,https://www.basketball-reference.com/boxscores/202002210UTA.html,37.98,7,8,.875,0,0,4,7,.571,1,13,14,2,0,1,5,4,18,14.1,-6,
2020-02-21,202002210UTA,UTA,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202002210UTA.html,32.55,3,13,.231,2,4,7,7,1.000,2,4,6,1,1,0,3,0,15,8.4,-10,.500
2020-02-21,202002210UTA,UTA,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202002210UTA.html,32.07,5,14,.357,2,6,0,0,,0,1,1,4,0,0,1,2,12,5.5,-11,.333
2020-02-21,202002210UTA,UTA,Joe Ingles,https://www.basketball-reference.com/boxscores/202002210UTA.html,30.0,3,10,.300,1,4,1,2,.500,0,3,3,7,0,0,2,4,8,4.0,-4,.250
2020-02-21,202002210UTA,UTA,Royce O'Neale,https://www.basketball-reference.com/boxscores/202002210UTA.html,25.05,3,8,.375,1,5,2,2,1.000,1,7,8,3,1,2,0,1,9,11.5,-17,.200
2020-02-21,202002210UTA,UTA,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202002210UTA.html,34.55,5,12,.417,2,7,3,3,1.000,0,2,2,3,1,1,3,2,15,9.2,-7,.286
2020-02-21,202002210UTA,UTA,Emmanuel Mudiay,https://www.basketball-reference.com/boxscores/202002210UTA.html,17.73,6,10,.600,1,3,5,5,1.000,1,4,5,3,1,1,1,2,18,17.3,+6,.333
2020-02-21,202002210UTA,UTA,Georges Niang,https://www.basketball-reference.com/boxscores/202002210UTA.html,15.45,3,5,.600,3,4,0,0,,0,5,5,2,0,0,1,1,9,8.2,+1,.750
2020-02-21,202002210UTA,UTA,Tony Bradley,https://www.basketball-reference.com/boxscores/202002210UTA.html,10.02,0,2,.000,0,0,0,0,,1,1,2,0,0,1,1,2,0,-1.5,-3,
2020-02-21,202002210UTA,UTA,Juwan Morgan,https://www.basketball-reference.com/boxscores/202002210UTA.html,1.53,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,
2020-02-21,202002210UTA,UTA,Rayjon Tucker,https://www.basketball-reference.com/boxscores/202002210UTA.html,1.53,0,0,,0,0,0,0,,0,1,1,0,0,0,0,0,0,0.3,+2,
2020-02-21,202002210UTA,UTA,Justin Wright-Foreman,https://www.basketball-reference.com/boxscores/202002210UTA.html,1.53,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0.0,+2,
