game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2023-12-08,202312080UTA,LAC,Ivica Zubac,https://www.basketball-reference.com/boxscores/202312080UTA.html,42.27,9,15,.600,0,0,0,0,5,7,12,3,0,2,1,5,18,17.2,+13,,
2023-12-08,202312080UTA,LAC,Kawhi Leonard,https://www.basketball-reference.com/boxscores/202312080UTA.html,38.13,14,23,.609,6,8,7,7,3,2,5,5,0,1,2,1,41,35.0,+18,.750,1.000
2023-12-08,202312080UTA,LAC,Paul George,https://www.basketball-reference.com/boxscores/202312080UTA.html,37.45,8,13,.615,2,5,2,3,0,3,3,2,6,1,1,2,20,20.9,+14,.400,.667
2023-12-08,202312080UTA,LAC,James Harden,https://www.basketball-reference.com/boxscores/202312080UTA.html,33.82,2,8,.250,2,6,6,7,0,7,7,8,0,1,2,2,12,12.4,+18,.333,.857
2023-12-08,202312080UTA,LAC,Terance Mann,https://www.basketball-reference.com/boxscores/202312080UTA.html,30.08,4,9,.444,2,5,0,2,1,3,4,1,1,1,2,3,10,5.3,+17,.400,.000
2023-12-08,202312080UTA,LAC,Norman Powell,https://www.basketball-reference.com/boxscores/202312080UTA.html,27.93,4,11,.364,2,8,0,0,0,1,1,1,0,0,1,0,10,3.9,+2,.250,
2023-12-08,202312080UTA,LAC,Russell Westbrook,https://www.basketball-reference.com/boxscores/202312080UTA.html,16.82,2,7,.286,1,2,0,0,0,5,5,2,1,2,3,2,5,2.4,-5,.500,
2023-12-08,202312080UTA,LAC,Kobe Brown,https://www.basketball-reference.com/boxscores/202312080UTA.html,13.5,0,2,.000,0,0,1,2,2,1,3,1,0,1,0,3,1,1.1,-7,,.500
2023-12-08,202312080UTA,UTA,John Collins,https://www.basketball-reference.com/boxscores/202312080UTA.html,35.48,7,12,.583,1,5,5,5,3,10,13,2,2,4,2,1,20,23.3,-18,.200,1.000
2023-12-08,202312080UTA,UTA,Simone Fontecchio,https://www.basketball-reference.com/boxscores/202312080UTA.html,31.45,3,8,.375,2,5,0,2,0,2,2,0,0,0,2,4,8,-0.2,-19,.400,.000
2023-12-08,202312080UTA,UTA,Walker Kessler,https://www.basketball-reference.com/boxscores/202312080UTA.html,31.12,4,9,.444,0,0,0,0,4,8,12,3,2,5,2,2,8,13.3,-10,,
2023-12-08,202312080UTA,UTA,Keyonte George,https://www.basketball-reference.com/boxscores/202312080UTA.html,28.28,5,11,.455,2,5,3,5,0,0,0,3,1,0,1,1,15,10.2,-25,.400,.600
2023-12-08,202312080UTA,UTA,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202312080UTA.html,27.85,2,9,.222,0,3,2,3,1,3,4,5,1,0,1,2,6,4.4,-16,.000,.667
2023-12-08,202312080UTA,UTA,Talen Horton-Tucker,https://www.basketball-reference.com/boxscores/202312080UTA.html,21.98,6,11,.545,1,4,2,3,0,1,1,5,1,1,2,0,15,12.8,+4,.250,.667
2023-12-08,202312080UTA,UTA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202312080UTA.html,18.03,4,5,.800,1,1,4,4,0,4,4,2,1,0,0,3,13,13.5,+6,1.000,1.000
2023-12-08,202312080UTA,UTA,Collin Sexton,https://www.basketball-reference.com/boxscores/202312080UTA.html,17.73,5,12,.417,1,4,2,2,0,3,3,3,1,0,1,2,13,8.8,-1,.250,1.000
2023-12-08,202312080UTA,UTA,Ochai Agbaji,https://www.basketball-reference.com/boxscores/202312080UTA.html,16.55,2,4,.500,1,2,0,0,0,1,1,0,0,0,1,2,5,1.5,+5,.500,
2023-12-08,202312080UTA,UTA,Taylor Hendricks,https://www.basketball-reference.com/boxscores/202312080UTA.html,11.5,0,3,.000,0,2,0,0,0,0,0,0,1,0,1,0,0,-2.1,+4,.000,
