game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2025-03-21,202503210MIN,NOP,Yves Missi,https://www.basketball-reference.com/boxscores/202503210MIN.html,28.18,1,4,.250,0,0,3,6,.500,3,7,10,2,0,1,3,3,5,3.5,-31,
2025-03-21,202503210MIN,NOP,CJ McCollum,https://www.basketball-reference.com/boxscores/202503210MIN.html,28.0,6,15,.400,1,7,2,2,1.000,0,2,2,3,4,0,6,2,15,6.8,-20,.143
2025-03-21,202503210MIN,NOP,Kelly Olynyk,https://www.basketball-reference.com/boxscores/202503210MIN.html,22.48,4,4,1.000,1,1,1,2,.500,1,2,3,4,1,0,3,2,10,9.7,-12,1.000
2025-03-21,202503210MIN,NOP,Bruce Brown,https://www.basketball-reference.com/boxscores/202503210MIN.html,21.95,5,8,.625,3,4,1,1,1.000,0,2,2,1,1,0,2,3,14,9.5,-25,.750
2025-03-21,202503210MIN,NOP,Jose Alvarado,https://www.basketball-reference.com/boxscores/202503210MIN.html,17.68,3,9,.333,3,8,0,0,,0,1,1,2,1,1,1,0,9,6.3,-4,.375
2025-03-21,202503210MIN,NOP,Jeremiah Robinson-Earl,https://www.basketball-reference.com/boxscores/202503210MIN.html,28.92,2,6,.333,1,5,2,3,.667,2,2,4,0,2,0,2,2,7,4.4,-32,.200
2025-03-21,202503210MIN,NOP,Jordan Hawkins,https://www.basketball-reference.com/boxscores/202503210MIN.html,26.7,3,7,.429,1,4,3,4,.750,0,5,5,3,0,0,0,1,10,9.1,-22,.250
2025-03-21,202503210MIN,NOP,Keion Brooks Jr.,https://www.basketball-reference.com/boxscores/202503210MIN.html,21.93,2,3,.667,0,0,0,0,,0,5,5,2,0,1,4,3,4,1.1,-16,
2025-03-21,202503210MIN,NOP,Karlo Matković,https://www.basketball-reference.com/boxscores/202503210MIN.html,19.82,3,4,.750,0,1,2,4,.500,1,0,1,2,1,1,1,3,8,7.2,-10,.000
2025-03-21,202503210MIN,NOP,Antonio Reeves,https://www.basketball-reference.com/boxscores/202503210MIN.html,12.33,5,5,1.000,1,1,0,0,,0,0,0,0,1,0,1,0,11,9.5,-17,1.000
2025-03-21,202503210MIN,NOP,Elfrid Payton,https://www.basketball-reference.com/boxscores/202503210MIN.html,12.0,0,3,.000,0,0,0,0,,0,0,0,1,0,0,2,1,0,-3.8,-16,
2025-03-21,202503210MIN,MIN,Rudy Gobert,https://www.basketball-reference.com/boxscores/202503210MIN.html,30.02,4,5,.800,0,0,7,8,.875,2,9,11,3,3,0,1,4,15,19.3,+34,
2025-03-21,202503210MIN,MIN,Anthony Edwards,https://www.basketball-reference.com/boxscores/202503210MIN.html,25.57,6,13,.462,3,7,2,2,1.000,2,1,3,5,2,0,3,0,17,14.5,+21,.429
2025-03-21,202503210MIN,MIN,Julius Randle,https://www.basketball-reference.com/boxscores/202503210MIN.html,25.22,7,11,.636,2,5,4,4,1.000,4,2,6,5,2,0,2,3,20,20.8,+13,.400
2025-03-21,202503210MIN,MIN,Jaden McDaniels,https://www.basketball-reference.com/boxscores/202503210MIN.html,20.88,7,10,.700,2,2,1,1,1.000,1,4,5,0,1,0,1,1,17,14.3,+15,1.000
2025-03-21,202503210MIN,MIN,Joe Ingles,https://www.basketball-reference.com/boxscores/202503210MIN.html,6.17,0,3,.000,0,2,0,0,,0,0,0,1,0,0,1,2,0,-3.2,+1,.000
2025-03-21,202503210MIN,MIN,Naz Reid,https://www.basketball-reference.com/boxscores/202503210MIN.html,24.48,6,13,.462,3,8,0,0,,0,5,5,6,1,0,0,1,15,14.6,+19,.375
2025-03-21,202503210MIN,MIN,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202503210MIN.html,22.65,4,10,.400,3,9,2,2,1.000,1,0,1,3,0,1,0,1,13,10.7,+16,.333
2025-03-21,202503210MIN,MIN,Nickeil Alexander-Walker,https://www.basketball-reference.com/boxscores/202503210MIN.html,22.58,3,6,.500,1,2,1,1,1.000,0,2,2,3,0,0,1,0,8,6.7,+24,.500
2025-03-21,202503210MIN,MIN,Jaylen Clark,https://www.basketball-reference.com/boxscores/202503210MIN.html,14.02,4,5,.800,3,3,0,0,,0,1,1,1,2,0,1,0,11,11.1,+11,1.000
2025-03-21,202503210MIN,MIN,Mike Conley,https://www.basketball-reference.com/boxscores/202503210MIN.html,10.35,0,1,.000,0,1,0,0,,0,1,1,6,1,0,1,0,0,3.8,+18,.000
2025-03-21,202503210MIN,MIN,Terrence Shannon Jr.,https://www.basketball-reference.com/boxscores/202503210MIN.html,9.33,0,2,.000,0,1,0,0,,0,0,0,2,0,0,0,1,0,-0.4,+7,.000
2025-03-21,202503210MIN,MIN,Luka Garza,https://www.basketball-reference.com/boxscores/202503210MIN.html,7.87,4,4,1.000,1,1,0,0,,0,1,1,0,0,0,0,0,9,8.1,+8,1.000
2025-03-21,202503210MIN,MIN,Josh Minott,https://www.basketball-reference.com/boxscores/202503210MIN.html,7.87,0,1,.000,0,1,2,2,1.000,0,0,0,1,1,0,0,1,2,2.6,+8,.000
2025-03-21,202503210MIN,MIN,Rob Dillingham,https://www.basketball-reference.com/boxscores/202503210MIN.html,6.5,2,4,.500,0,1,0,0,,0,0,0,2,1,0,1,1,4,3.0,+5,.000
2025-03-21,202503210MIN,MIN,Bones Hyland,https://www.basketball-reference.com/boxscores/202503210MIN.html,6.5,1,1,1.000,1,1,0,0,,0,0,0,2,0,0,1,2,3,2.3,+5,1.000
