game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2023-11-08,202311080MEM,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/202311080MEM.html,36.38,8,15,.533,0,0,14,16,.875,0,11,11,1,1,3,4,5,30,23.0,+15,
2023-11-08,202311080MEM,MIA,Kyle Lowry,https://www.basketball-reference.com/boxscores/202311080MEM.html,34.72,5,11,.455,4,7,3,3,1.000,3,8,11,9,1,0,4,4,17,17.5,+20,.571
2023-11-08,202311080MEM,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/202311080MEM.html,34.62,5,13,.385,2,4,3,3,1.000,1,2,3,2,2,0,1,1,15,11.2,+12,.500
2023-11-08,202311080MEM,MIA,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202311080MEM.html,26.85,5,7,.714,2,4,2,2,1.000,2,0,2,1,1,3,0,2,14,15.5,+12,.500
2023-11-08,202311080MEM,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/202311080MEM.html,8.17,2,4,.500,0,0,2,3,.667,0,1,1,2,1,0,0,2,6,5.5,+6,
2023-11-08,202311080MEM,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/202311080MEM.html,35.1,3,7,.429,2,5,1,2,.500,0,3,3,2,0,0,5,3,9,1.0,+2,.400
2023-11-08,202311080MEM,MIA,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202311080MEM.html,21.13,4,5,.800,1,1,2,3,.667,0,3,3,2,2,0,0,5,11,11.0,-6,1.000
2023-11-08,202311080MEM,MIA,Josh Richardson,https://www.basketball-reference.com/boxscores/202311080MEM.html,16.8,1,9,.111,0,5,0,0,,0,0,0,2,0,1,4,1,2,-6.2,-19,.000
2023-11-08,202311080MEM,MIA,Dru Smith,https://www.basketball-reference.com/boxscores/202311080MEM.html,14.58,1,3,.333,0,2,0,0,,2,2,4,1,1,1,0,0,2,4.7,-3,.000
2023-11-08,202311080MEM,MIA,Thomas Bryant,https://www.basketball-reference.com/boxscores/202311080MEM.html,11.6,1,3,.333,0,0,0,0,,1,5,6,0,0,0,1,1,2,1.1,-9,
2023-11-08,202311080MEM,MEM,Desmond Bane,https://www.basketball-reference.com/boxscores/202311080MEM.html,36.02,4,16,.250,2,8,5,6,.833,0,5,5,3,1,2,1,3,15,8.8,-18,.250
2023-11-08,202311080MEM,MEM,Jaren Jackson Jr.,https://www.basketball-reference.com/boxscores/202311080MEM.html,33.03,9,18,.500,2,8,8,10,.800,2,2,4,2,0,1,1,5,28,19.3,-5,.250
2023-11-08,202311080MEM,MEM,Marcus Smart,https://www.basketball-reference.com/boxscores/202311080MEM.html,32.1,4,14,.286,0,3,3,4,.750,0,4,4,7,2,0,3,4,11,5.9,-17,.000
2023-11-08,202311080MEM,MEM,Bismack Biyombo,https://www.basketball-reference.com/boxscores/202311080MEM.html,29.82,4,4,1.000,0,0,1,2,.500,6,4,10,0,1,0,1,4,9,11.2,-16,
2023-11-08,202311080MEM,MEM,Ziaire Williams,https://www.basketball-reference.com/boxscores/202311080MEM.html,20.83,1,9,.111,0,5,0,0,,1,1,2,0,2,0,1,2,2,-2.7,-10,.000
2023-11-08,202311080MEM,MEM,Luke Kennard,https://www.basketball-reference.com/boxscores/202311080MEM.html,27.42,4,7,.571,3,6,2,2,1.000,0,2,2,3,1,0,3,1,13,10.0,+7,.500
2023-11-08,202311080MEM,MEM,Santi Aldama,https://www.basketball-reference.com/boxscores/202311080MEM.html,26.03,5,14,.357,2,4,0,2,.000,2,6,8,0,2,1,1,4,12,6.7,+7,.500
2023-11-08,202311080MEM,MEM,Jacob Gilyard,https://www.basketball-reference.com/boxscores/202311080MEM.html,14.68,2,3,.667,2,3,0,0,,0,0,0,4,0,0,0,1,6,7.1,+10,.667
2023-11-08,202311080MEM,MEM,David Roddy,https://www.basketball-reference.com/boxscores/202311080MEM.html,12.92,1,2,.500,0,0,2,2,1.000,2,1,3,0,1,0,2,2,4,2.9,+10,
2023-11-08,202311080MEM,MEM,Kenneth Lofton Jr.,https://www.basketball-reference.com/boxscores/202311080MEM.html,7.1,1,3,.333,0,0,0,0,,0,0,0,1,0,0,0,1,2,0.6,+2,
