game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2024-11-02,202411020TOR,SAC,https://www.basketball-reference.com/boxscores/202411020TOR.html,29,34,23,34,8,128
2024-11-02,202411020TOR,TOR,https://www.basketball-reference.com/boxscores/202411020TOR.html,37,29,30,24,11,131
