game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus
2023-03-05,202303050ORL,POR,Jerami Grant,https://www.basketball-reference.com/boxscores/202303050ORL.html,38.6,5,14,.357,3,8,.375,7,7,1.000,1,5,6,7,1,2,3,5,20,16.7,+5
2023-03-05,202303050ORL,POR,Cam Reddish,https://www.basketball-reference.com/boxscores/202303050ORL.html,37.08,7,13,.538,2,4,.500,0,0,,1,4,5,3,2,0,2,4,16,12.1,-5
2023-03-05,202303050ORL,POR,Damian Lillard,https://www.basketball-reference.com/boxscores/202303050ORL.html,36.65,10,25,.400,4,16,.250,17,20,.850,3,6,9,6,2,1,5,2,41,31.3,+10
2023-03-05,202303050ORL,POR,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202303050ORL.html,32.17,2,7,.286,1,6,.167,1,1,1.000,4,4,8,2,1,0,1,3,6,6.1,+8
2023-03-05,202303050ORL,POR,Drew Eubanks,https://www.basketball-reference.com/boxscores/202303050ORL.html,26.08,5,6,.833,0,0,,3,4,.750,0,6,6,3,1,0,1,2,13,13.5,-6
2023-03-05,202303050ORL,POR,Nassir Little,https://www.basketball-reference.com/boxscores/202303050ORL.html,26.85,4,6,.667,3,5,.600,0,0,,0,5,5,3,0,1,1,1,11,11.3,-2
2023-03-05,202303050ORL,POR,Trendon Watford,https://www.basketball-reference.com/boxscores/202303050ORL.html,22.13,3,6,.500,1,3,.333,0,0,,0,5,5,1,2,0,1,2,7,6.4,+11
2023-03-05,202303050ORL,POR,Shaedon Sharpe,https://www.basketball-reference.com/boxscores/202303050ORL.html,20.43,3,6,.500,2,5,.400,0,0,,0,2,2,2,0,1,3,3,8,3.5,-6
2023-03-05,202303050ORL,ORL,Jalen Suggs,https://www.basketball-reference.com/boxscores/202303050ORL.html,35.25,6,12,.500,1,3,.333,2,2,1.000,1,3,4,2,3,0,3,4,15,10.4,-1
2023-03-05,202303050ORL,ORL,Markelle Fultz,https://www.basketball-reference.com/boxscores/202303050ORL.html,34.88,5,9,.556,0,1,.000,5,5,1.000,1,4,5,8,4,0,1,2,15,20.4,-2
2023-03-05,202303050ORL,ORL,Paolo Banchero,https://www.basketball-reference.com/boxscores/202303050ORL.html,33.43,9,18,.500,1,4,.250,7,10,.700,1,4,5,2,1,1,3,4,26,16.2,-8
2023-03-05,202303050ORL,ORL,Moritz Wagner,https://www.basketball-reference.com/boxscores/202303050ORL.html,33.42,5,11,.455,1,6,.167,4,7,.571,1,6,7,1,1,0,0,3,15,11.1,-1
2023-03-05,202303050ORL,ORL,Franz Wagner,https://www.basketball-reference.com/boxscores/202303050ORL.html,32.72,7,12,.583,4,7,.571,6,7,.857,0,2,2,6,1,0,3,4,24,19.2,+2
2023-03-05,202303050ORL,ORL,Cole Anthony,https://www.basketball-reference.com/boxscores/202303050ORL.html,23.9,2,9,.222,1,5,.200,0,0,,0,3,3,6,0,0,1,3,5,2.4,-1
2023-03-05,202303050ORL,ORL,Bol Bol,https://www.basketball-reference.com/boxscores/202303050ORL.html,16.73,4,7,.571,1,2,.500,0,0,,0,8,8,3,1,1,0,2,9,11.1,0
2023-03-05,202303050ORL,ORL,Caleb Houstan,https://www.basketball-reference.com/boxscores/202303050ORL.html,15.62,1,3,.333,1,2,.500,0,0,,2,0,2,0,0,0,0,3,3,1.5,-4
2023-03-05,202303050ORL,ORL,Admiral Schofield,https://www.basketball-reference.com/boxscores/202303050ORL.html,7.85,1,1,1.000,1,1,1.000,0,0,,0,0,0,1,0,0,0,0,3,3.4,-3
2023-03-05,202303050ORL,ORL,Goga Bitadze,https://www.basketball-reference.com/boxscores/202303050ORL.html,6.2,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,4,4.0,+3
