game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2020-02-06,202002060NYK,ORL,https://www.basketball-reference.com/boxscores/202002060NYK.html,19,28,36,20,103
2020-02-06,202002060NYK,NYK,https://www.basketball-reference.com/boxscores/202002060NYK.html,30,24,22,29,105
