game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-02-04,202102040MEM,HOU,https://www.basketball-reference.com/boxscores/202102040MEM.html,27,33,27,28,115
2021-02-04,202102040MEM,MEM,https://www.basketball-reference.com/boxscores/202102040MEM.html,27,20,23,33,103
