game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-02-14,202102140DAL,POR,https://www.basketball-reference.com/boxscores/202102140DAL.html,34,24,45,18,121
2021-02-14,202102140DAL,DAL,https://www.basketball-reference.com/boxscores/202102140DAL.html,25,36,30,27,118
