game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct,ft_pct
2022-12-30,202212300TOR,PHO,Q1,Mikal Bridges,https://www.basketball-reference.com/boxscores/202212300TOR.html,10.7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-0.3,-6,,,
2022-12-30,202212300TOR,PHO,Q1,Chris Paul,https://www.basketball-reference.com/boxscores/202212300TOR.html,7.38,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,-1.6,-6,,,
2022-12-30,202212300TOR,PHO,Q1,Deandre Ayton,https://www.basketball-reference.com/boxscores/202212300TOR.html,9.1,1,4,0,0,0,0,1,3,4,2,0,0,0,1,2,2.2,-3,.250,,
2022-12-30,202212300TOR,PHO,Q1,Torrey Craig,https://www.basketball-reference.com/boxscores/202212300TOR.html,9.1,4,4,2,2,0,0,0,2,2,0,0,0,0,1,10,9.0,-3,1.000,1.000,
2022-12-30,202212300TOR,PHO,Q1,Josh Okogie,https://www.basketball-reference.com/boxscores/202212300TOR.html,7.38,2,3,0,1,1,2,0,0,0,1,0,0,0,1,5,3.6,-6,.667,.000,.500
2022-12-30,202212300TOR,PHO,Q1,Ish Wainright,https://www.basketball-reference.com/boxscores/202212300TOR.html,2.9,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0.2,-6,,,
2022-12-30,202212300TOR,PHO,Q1,Damion Lee,https://www.basketball-reference.com/boxscores/202212300TOR.html,4.62,1,1,1,1,0,0,0,0,0,0,0,0,2,0,3,0.7,-3,1.000,1.000,
2022-12-30,202212300TOR,PHO,Q1,Dario Šarić,https://www.basketball-reference.com/boxscores/202212300TOR.html,1.3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,-3,,,
2022-12-30,202212300TOR,PHO,Q1,Jock Landale,https://www.basketball-reference.com/boxscores/202212300TOR.html,2.9,1,1,0,0,0,0,0,2,2,1,0,0,0,0,2,3.0,-6,1.000,,
2022-12-30,202212300TOR,PHO,Q1,Duane Washington Jr.,https://www.basketball-reference.com/boxscores/202212300TOR.html,4.62,1,2,0,1,0,0,0,1,1,1,0,0,2,0,2,0.0,-3,.500,.000,
2022-12-30,202212300TOR,PHO,Q2,Mikal Bridges,https://www.basketball-reference.com/boxscores/202212300TOR.html,6.92,2,3,0,1,3,3,0,0,0,0,0,0,1,1,7,4.3,-4,.667,.000,1.000
2022-12-30,202212300TOR,PHO,Q2,Chris Paul,https://www.basketball-reference.com/boxscores/202212300TOR.html,11.07,4,5,1,2,2,3,0,2,2,5,0,0,1,0,11,11.8,+7,.800,.500,.667
2022-12-30,202212300TOR,PHO,Q2,Deandre Ayton,https://www.basketball-reference.com/boxscores/202212300TOR.html,6.92,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,-1.1,-4,.000,,
2022-12-30,202212300TOR,PHO,Q2,Torrey Craig,https://www.basketball-reference.com/boxscores/202212300TOR.html,6.92,0,3,0,2,0,0,0,2,2,0,0,0,1,0,0,-2.5,-4,.000,.000,
2022-12-30,202212300TOR,PHO,Q2,Josh Okogie,https://www.basketball-reference.com/boxscores/202212300TOR.html,1.48,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.7,-1,,,
2022-12-30,202212300TOR,PHO,Q2,Ish Wainright,https://www.basketball-reference.com/boxscores/202212300TOR.html,5.08,1,1,1,1,0,0,0,0,0,0,1,0,0,0,3,3.7,+11,1.000,1.000,
2022-12-30,202212300TOR,PHO,Q2,Damion Lee,https://www.basketball-reference.com/boxscores/202212300TOR.html,7.97,1,1,1,1,0,0,0,1,1,0,0,0,0,0,3,3.0,+16,1.000,1.000,
2022-12-30,202212300TOR,PHO,Q2,Dario Šarić,https://www.basketball-reference.com/boxscores/202212300TOR.html,7.63,1,3,1,2,0,0,0,2,2,0,0,0,2,0,3,-0.1,+3,.333,.500,
2022-12-30,202212300TOR,PHO,Q2,Jock Landale,https://www.basketball-reference.com/boxscores/202212300TOR.html,5.08,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1.2,+11,,,
2022-12-30,202212300TOR,PHO,Q2,Duane Washington Jr.,https://www.basketball-reference.com/boxscores/202212300TOR.html,0.93,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.0,0,,,
2022-12-30,202212300TOR,PHO,Q3,Mikal Bridges,https://www.basketball-reference.com/boxscores/202212300TOR.html,12.0,2,3,1,1,0,0,0,2,2,0,0,1,0,0,5,5.0,-5,.667,1.000,
2022-12-30,202212300TOR,PHO,Q3,Chris Paul,https://www.basketball-reference.com/boxscores/202212300TOR.html,9.88,1,4,1,2,3,3,0,3,3,4,0,0,2,0,6,5.3,-5,.250,.500,1.000
2022-12-30,202212300TOR,PHO,Q3,Deandre Ayton,https://www.basketball-reference.com/boxscores/202212300TOR.html,8.13,1,3,0,0,0,0,0,0,0,1,0,0,2,0,2,-1.0,-6,.333,,
2022-12-30,202212300TOR,PHO,Q3,Torrey Craig,https://www.basketball-reference.com/boxscores/202212300TOR.html,8.13,1,1,0,0,0,0,1,1,2,1,1,0,1,1,2,3.0,-6,1.000,,
2022-12-30,202212300TOR,PHO,Q3,Josh Okogie,https://www.basketball-reference.com/boxscores/202212300TOR.html,3.4,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0,-0.4,-9,.000,.000,
2022-12-30,202212300TOR,PHO,Q3,Ish Wainright,https://www.basketball-reference.com/boxscores/202212300TOR.html,4.85,1,3,1,2,0,0,1,0,1,0,0,0,0,1,3,1.6,+3,.333,.500,
2022-12-30,202212300TOR,PHO,Q3,Damion Lee,https://www.basketball-reference.com/boxscores/202212300TOR.html,3.87,0,1,0,0,0,0,1,1,2,0,0,0,1,0,0,-0.7,+1,.000,,
2022-12-30,202212300TOR,PHO,Q3,Dario Šarić,https://www.basketball-reference.com/boxscores/202212300TOR.html,3.75,1,2,0,0,2,2,0,0,0,0,0,0,0,0,4,3.0,+1,.500,,1.000
2022-12-30,202212300TOR,PHO,Q3,Jock Landale,https://www.basketball-reference.com/boxscores/202212300TOR.html,3.87,0,0,0,0,2,2,1,1,2,0,0,0,0,0,2,3.0,+1,,,1.000
2022-12-30,202212300TOR,PHO,Q3,Duane Washington Jr.,https://www.basketball-reference.com/boxscores/202212300TOR.html,2.12,2,3,0,1,0,0,0,0,0,0,0,0,0,1,4,2.3,0,.667,.000,
2022-12-30,202212300TOR,PHO,Q4,Mikal Bridges,https://www.basketball-reference.com/boxscores/202212300TOR.html,7.67,2,3,1,2,4,4,0,0,0,1,0,0,0,1,9,8.0,-5,.667,.500,1.000
2022-12-30,202212300TOR,PHO,Q4,Chris Paul,https://www.basketball-reference.com/boxscores/202212300TOR.html,6.82,1,3,1,2,0,0,0,0,0,1,1,0,0,0,3,3.0,-5,.333,.500,
2022-12-30,202212300TOR,PHO,Q4,Deandre Ayton,https://www.basketball-reference.com/boxscores/202212300TOR.html,6.82,0,1,0,0,0,0,0,2,2,0,0,0,0,1,0,-0.5,-5,.000,,
2022-12-30,202212300TOR,PHO,Q4,Torrey Craig,https://www.basketball-reference.com/boxscores/202212300TOR.html,5.87,0,1,0,0,1,2,1,0,1,0,0,0,0,2,1,-0.2,-8,.000,,.500
2022-12-30,202212300TOR,PHO,Q4,Ish Wainright,https://www.basketball-reference.com/boxscores/202212300TOR.html,10.62,1,1,1,1,0,0,0,1,1,0,2,0,1,3,3,2.8,-5,1.000,1.000,
2022-12-30,202212300TOR,PHO,Q4,Damion Lee,https://www.basketball-reference.com/boxscores/202212300TOR.html,4.33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-2.0,+3,,,
2022-12-30,202212300TOR,PHO,Q4,Dario Šarić,https://www.basketball-reference.com/boxscores/202212300TOR.html,7.32,0,2,0,1,2,2,0,0,0,2,0,0,0,0,2,2.0,+9,.000,.000,1.000
2022-12-30,202212300TOR,PHO,Q4,Jock Landale,https://www.basketball-reference.com/boxscores/202212300TOR.html,5.18,1,1,0,0,0,0,2,1,3,0,0,0,0,0,2,3.4,+3,1.000,,
2022-12-30,202212300TOR,PHO,Q4,Duane Washington Jr.,https://www.basketball-reference.com/boxscores/202212300TOR.html,5.38,2,5,1,3,0,0,0,1,1,1,0,0,1,0,5,2.3,+3,.400,.333,
