game_date,game_id,team,player,url,mp,ts_pct,efg_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,off_rtg,def_rtg
2024-04-19,202404190NOP,SAC,De'Aaron Fox,https://www.basketball-reference.com/boxscores/202404190NOP.html,42:26,.517,.483,.552,.379,4.7,15.3,9.3,25.2,3.6,0.0,12.9,39.0,102,109
2024-04-19,202404190NOP,SAC,Domantas Sabonis,https://www.basketball-reference.com/boxscores/202404190NOP.html,41:51,.710,.643,.071,.357,7.2,34.1,18.9,31.3,3.7,1.7,19.8,20.6,129,103
2024-04-19,202404190NOP,SAC,Harrison Barnes,https://www.basketball-reference.com/boxscores/202404190NOP.html,38:12,.539,.536,.357,.286,2.6,13.6,7.4,17.7,0.0,0.0,6.0,18.7,117,118
2024-04-19,202404190NOP,SAC,Keegan Murray,https://www.basketball-reference.com/boxscores/202404190NOP.html,37:43,.427,.417,.583,.167,13.3,6.9,10.5,12.4,1.4,1.9,7.2,15.7,107,115
2024-04-19,202404190NOP,SAC,Keon Ellis,https://www.basketball-reference.com/boxscores/202404190NOP.html,27:30,.000,.000,.800,.000,0.0,0.0,0.0,4.8,0.0,5.3,16.7,9.3,11,117
2024-04-19,202404190NOP,SAC,Davion Mitchell,https://www.basketball-reference.com/boxscores/202404190NOP.html,24:15,.556,.556,.667,.000,0.0,10.7,4.7,7.0,0.0,0.0,10.0,17.6,105,118
2024-04-19,202404190NOP,SAC,Trey Lyles,https://www.basketball-reference.com/boxscores/202404190NOP.html,13:02,.000,.000,.000,.000,7.7,19.9,13.0,0.0,0.0,0.0,66.7,9.8,18,116
2024-04-19,202404190NOP,SAC,Sasha Vezenkov,https://www.basketball-reference.com/boxscores/202404190NOP.html,10:41,.250,.250,.500,.000,18.7,0.0,10.6,0.0,4.8,0.0,0.0,15.9,82,111
2024-04-19,202404190NOP,SAC,Alex Len,https://www.basketball-reference.com/boxscores/202404190NOP.html,4:20,,,,,0.0,0.0,0.0,0.0,11.8,0.0,,0.0,0,95
2024-04-19,202404190NOP,NOP,Trey Murphy III,https://www.basketball-reference.com/boxscores/202404190NOP.html,43:05,.621,.583,.583,.167,0.0,18.6,10.5,17.9,1.2,0.0,23.7,17.8,106,106
2024-04-19,202404190NOP,NOP,Brandon Ingram,https://www.basketball-reference.com/boxscores/202404190NOP.html,37:09,.563,.525,.100,.150,3.5,13.5,9.1,24.9,0.0,2.7,15.8,30.9,108,109
2024-04-19,202404190NOP,NOP,CJ McCollum,https://www.basketball-reference.com/boxscores/202404190NOP.html,35:48,.438,.438,.250,.000,0.0,5.6,3.2,10.1,1.4,5.7,33.3,15.2,69,108
2024-04-19,202404190NOP,NOP,Jonas Valančiūnas,https://www.basketball-reference.com/boxscores/202404190NOP.html,26:47,.548,.500,.063,.188,29.1,22.4,25.3,18.1,0.0,7.6,0.0,29.4,135,103
2024-04-19,202404190NOP,NOP,Herbert Jones,https://www.basketball-reference.com/boxscores/202404190NOP.html,25:58,.644,.833,.667,.667,0.0,3.9,2.2,18.3,2.0,3.9,43.6,12.0,82,108
2024-04-19,202404190NOP,NOP,Jose Alvarado,https://www.basketball-reference.com/boxscores/202404190NOP.html,23:54,.592,.563,.125,.125,0.0,20.9,11.8,11.2,4.3,4.3,0.0,16.0,133,96
2024-04-19,202404190NOP,NOP,Naji Marshall,https://www.basketball-reference.com/boxscores/202404190NOP.html,23:51,.500,.500,.364,.000,10.9,16.8,14.2,11.9,4.3,4.3,0.0,20.9,120,98
2024-04-19,202404190NOP,NOP,Larry Nance Jr.,https://www.basketball-reference.com/boxscores/202404190NOP.html,21:13,.825,.857,.000,.286,12.2,9.4,10.6,22.3,4.8,0.0,0.0,16.9,174,101
2024-04-19,202404190NOP,NOP,Dyson Daniels,https://www.basketball-reference.com/boxscores/202404190NOP.html,2:15,,,,,0.0,44.4,25.1,0.0,0.0,0.0,,0.0,0,96
