game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct
2020-02-06,202002060POR,SAS,DeMar DeRozan,https://www.basketball-reference.com/boxscores/202002060POR.html,37.22,6,16,.375,0,0,9,9,1.000,0,7,7,6,3,0,1,0,21,20.5,-2,
2020-02-06,202002060POR,SAS,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/202002060POR.html,36.25,9,23,.391,2,6,0,0,,4,4,8,4,2,1,1,0,20,16.0,-2,.333
2020-02-06,202002060POR,SAS,Trey Lyles,https://www.basketball-reference.com/boxscores/202002060POR.html,33.95,9,11,.818,4,6,1,1,1.000,1,9,10,0,2,0,0,4,23,22.7,+5,.667
2020-02-06,202002060POR,SAS,Dejounte Murray,https://www.basketball-reference.com/boxscores/202002060POR.html,24.95,1,7,.143,0,2,2,2,1.000,0,4,4,5,1,0,0,1,4,4.8,-5,.000
2020-02-06,202002060POR,SAS,Bryn Forbes,https://www.basketball-reference.com/boxscores/202002060POR.html,22.08,3,6,.500,2,3,3,3,1.000,0,0,0,1,0,0,2,3,11,5.5,-1,.667
2020-02-06,202002060POR,SAS,Derrick White,https://www.basketball-reference.com/boxscores/202002060POR.html,23.05,4,8,.500,0,1,7,7,1.000,1,0,1,3,0,1,0,1,15,14.1,-3,.000
2020-02-06,202002060POR,SAS,Patty Mills,https://www.basketball-reference.com/boxscores/202002060POR.html,21.18,5,10,.500,2,6,2,3,.667,1,1,2,2,0,0,0,0,14,11.0,-6,.333
2020-02-06,202002060POR,SAS,Rudy Gay,https://www.basketball-reference.com/boxscores/202002060POR.html,14.05,2,4,.500,0,1,0,0,,0,1,1,1,1,0,0,0,4,4.0,-13,.000
2020-02-06,202002060POR,SAS,Lonnie Walker IV,https://www.basketball-reference.com/boxscores/202002060POR.html,12.75,1,3,.333,0,1,0,0,,0,1,1,0,0,1,0,0,2,1.3,-9,.000
2020-02-06,202002060POR,SAS,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202002060POR.html,11.75,1,2,.500,0,0,1,3,.333,1,3,4,2,0,0,0,1,3,3.8,-6,
2020-02-06,202002060POR,SAS,Marco Belinelli,https://www.basketball-reference.com/boxscores/202002060POR.html,2.77,0,2,.000,0,2,0,0,,0,1,1,1,0,0,0,0,0,-0.4,+2,.000
2020-02-06,202002060POR,POR,Damian Lillard,https://www.basketball-reference.com/boxscores/202002060POR.html,37.33,9,20,.450,3,9,5,5,1.000,0,2,2,10,0,0,7,1,26,15.8,-9,.333
2020-02-06,202002060POR,POR,Trevor Ariza,https://www.basketball-reference.com/boxscores/202002060POR.html,37.17,2,8,.250,1,4,2,2,1.000,1,5,6,1,0,0,2,3,7,1.9,+2,.250
2020-02-06,202002060POR,POR,Hassan Whiteside,https://www.basketball-reference.com/boxscores/202002060POR.html,36.25,8,10,.800,0,0,1,3,.333,6,17,23,1,1,4,2,3,17,23.0,+2,
2020-02-06,202002060POR,POR,Carmelo Anthony,https://www.basketball-reference.com/boxscores/202002060POR.html,35.47,8,15,.533,4,7,0,0,,0,8,8,4,0,0,0,2,20,17.1,+20,.571
2020-02-06,202002060POR,POR,CJ McCollum,https://www.basketball-reference.com/boxscores/202002060POR.html,30.17,8,19,.421,2,6,1,2,.500,1,2,3,6,0,1,1,5,19,11.7,+12,.333
2020-02-06,202002060POR,POR,Gary Trent Jr.,https://www.basketball-reference.com/boxscores/202002060POR.html,23.93,6,7,.857,6,7,0,0,,0,0,0,4,0,1,0,1,18,18.6,+6,.857
2020-02-06,202002060POR,POR,Anfernee Simons,https://www.basketball-reference.com/boxscores/202002060POR.html,15.38,4,7,.571,2,4,0,0,,1,0,1,1,0,0,0,1,10,7.7,+13,.500
2020-02-06,202002060POR,POR,Mario Hezonja,https://www.basketball-reference.com/boxscores/202002060POR.html,12.53,1,2,.500,0,0,0,0,,0,3,3,0,1,0,0,1,2,2.5,-12,
2020-02-06,202002060POR,POR,Caleb Swanigan,https://www.basketball-reference.com/boxscores/202002060POR.html,11.75,3,4,.750,0,0,0,0,,0,4,4,1,0,0,0,2,6,5.5,+6,
