game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct,fg3_pct
2024-01-10,202401100MIA,OKC,Q1,Jalen Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.13,1,1,1.000,0,0,0,0,0,1,1,1,0,0,1,0,2,1.7,-5,,
2024-01-10,202401100MIA,OKC,Q1,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/202401100MIA.html,12.0,5,6,.833,0,0,1,1,0,1,1,3,1,0,0,0,11,12.2,-6,1.000,
2024-01-10,202401100MIA,OKC,Q1,Chet Holmgren,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.43,2,4,.500,0,1,1,1,0,0,0,0,0,0,1,0,5,2.0,-10,1.000,.000
2024-01-10,202401100MIA,OKC,Q1,Luguentz Dort,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.38,0,2,.000,0,0,0,0,0,1,1,0,0,0,0,1,0,-1.5,-10,,
2024-01-10,202401100MIA,OKC,Q1,Josh Giddey,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.07,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-7,,
2024-01-10,202401100MIA,OKC,Q1,Isaiah Joe,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.93,1,2,.500,0,1,0,0,0,1,1,0,0,0,0,0,2,1.3,+1,,.000
2024-01-10,202401100MIA,OKC,Q1,Cason Wallace,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.62,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,+4,,
2024-01-10,202401100MIA,OKC,Q1,Kenrich Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.87,1,1,1.000,0,0,0,0,0,1,1,0,0,0,2,0,2,0.0,-1,,
2024-01-10,202401100MIA,OKC,Q1,Jaylin Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.57,1,2,.500,1,2,0,0,0,1,1,2,0,0,0,1,3,3.3,+4,,.500
2024-01-10,202401100MIA,OKC,Q2,Jalen Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,10.02,3,4,.750,1,1,0,0,0,1,1,6,0,0,0,0,7,9.9,+2,,1.000
2024-01-10,202401100MIA,OKC,Q2,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/202401100MIA.html,3.6,0,0,,0,0,1,2,0,0,0,1,0,0,0,1,1,0.9,0,.500,
2024-01-10,202401100MIA,OKC,Q2,Chet Holmgren,https://www.basketball-reference.com/boxscores/202401100MIA.html,8.5,2,3,.667,0,1,0,0,0,4,4,2,0,0,0,1,4,4.9,-3,,.000
2024-01-10,202401100MIA,OKC,Q2,Luguentz Dort,https://www.basketball-reference.com/boxscores/202401100MIA.html,8.4,2,3,.667,1,2,1,2,0,0,0,0,0,0,0,2,6,3.5,+2,.500,.500
2024-01-10,202401100MIA,OKC,Q2,Josh Giddey,https://www.basketball-reference.com/boxscores/202401100MIA.html,3.65,0,0,,0,0,0,0,0,1,1,1,0,0,1,0,0,0.0,+5,,
2024-01-10,202401100MIA,OKC,Q2,Isaiah Joe,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.8,3,3,1.000,3,3,0,0,1,0,1,0,0,0,1,0,9,7.8,-1,,1.000
2024-01-10,202401100MIA,OKC,Q2,Cason Wallace,https://www.basketball-reference.com/boxscores/202401100MIA.html,3.45,1,2,.500,1,2,0,0,0,0,0,0,0,0,1,2,3,0.2,0,,.500
2024-01-10,202401100MIA,OKC,Q2,Kenrich Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,1.98,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,
2024-01-10,202401100MIA,OKC,Q2,Vasilije Micić,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.2,2,2,1.000,0,0,0,0,0,1,1,1,0,0,0,0,4,4.4,+3,,
2024-01-10,202401100MIA,OKC,Q2,Jaylin Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,3.5,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7,+5,,
2024-01-10,202401100MIA,OKC,Q2,Aaron Wiggins,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.9,1,2,.500,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0,-3,,
2024-01-10,202401100MIA,OKC,Q3,Jalen Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.22,3,5,.600,0,1,2,2,1,2,3,2,1,0,0,1,8,9.0,+7,1.000,.000
2024-01-10,202401100MIA,OKC,Q3,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/202401100MIA.html,12.0,4,8,.500,1,4,0,0,0,1,1,3,0,1,1,1,9,6.7,+7,,.250
2024-01-10,202401100MIA,OKC,Q3,Chet Holmgren,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.22,2,3,.667,0,1,1,2,0,2,2,0,0,1,0,1,5,4.2,+7,.500,.000
2024-01-10,202401100MIA,OKC,Q3,Luguentz Dort,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.77,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,0,,
2024-01-10,202401100MIA,OKC,Q3,Josh Giddey,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.22,2,4,.500,1,2,0,0,0,3,3,0,0,0,1,0,5,2.9,+7,,.500
2024-01-10,202401100MIA,OKC,Q3,Isaiah Joe,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.83,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,+2,,
2024-01-10,202401100MIA,OKC,Q3,Cason Wallace,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.15,1,2,.500,1,2,0,0,1,1,2,1,0,0,0,0,3,3.7,+5,,.500
2024-01-10,202401100MIA,OKC,Q3,Kenrich Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,2.53,1,1,1.000,0,0,0,0,0,0,0,1,0,0,0,0,2,2.4,+2,,
2024-01-10,202401100MIA,OKC,Q3,Vasilije Micić,https://www.basketball-reference.com/boxscores/202401100MIA.html,1.9,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,0,2.4,+4,,
2024-01-10,202401100MIA,OKC,Q3,Jaylin Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,2.23,0,0,,0,0,0,0,0,1,1,1,0,0,0,1,0,0.6,-2,,
2024-01-10,202401100MIA,OKC,Q3,Aaron Wiggins,https://www.basketball-reference.com/boxscores/202401100MIA.html,2.87,0,2,.000,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.8,-4,,
2024-01-10,202401100MIA,OKC,Q4,Jalen Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,11.13,1,5,.200,0,1,0,0,0,4,4,3,0,0,0,1,2,1.8,+9,,.000
2024-01-10,202401100MIA,OKC,Q4,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.57,2,3,.667,1,1,2,2,0,0,0,1,0,0,2,1,7,4.0,-4,1.000,1.000
2024-01-10,202401100MIA,OKC,Q4,Chet Holmgren,https://www.basketball-reference.com/boxscores/202401100MIA.html,11.13,4,5,.800,1,2,0,0,0,3,3,0,0,2,1,2,9,7.6,+9,,.500
2024-01-10,202401100MIA,OKC,Q4,Luguentz Dort,https://www.basketball-reference.com/boxscores/202401100MIA.html,8.72,2,4,.500,1,2,1,2,0,1,1,0,0,0,0,0,6,3.9,+5,.500,.500
2024-01-10,202401100MIA,OKC,Q4,Josh Giddey,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.53,0,0,,0,0,2,2,0,3,3,1,1,0,0,0,2,4.6,+2,1.000,
2024-01-10,202401100MIA,OKC,Q4,Isaiah Joe,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.43,0,2,.000,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.4,-6,,.000
2024-01-10,202401100MIA,OKC,Q4,Kenrich Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.3,1,2,.500,1,2,0,0,1,4,5,1,0,0,0,0,3,4.6,+5,,.500
2024-01-10,202401100MIA,OKC,Q4,Vasilije Micić,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.43,0,0,,0,0,0,0,0,0,0,2,0,0,0,1,0,1.0,+9,,
2024-01-10,202401100MIA,OKC,Q4,Jaylin Williams,https://www.basketball-reference.com/boxscores/202401100MIA.html,0.75,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,,
2024-01-10,202401100MIA,MIA,Q1,Bam Adebayo,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.5,2,3,.667,0,0,0,0,1,1,2,2,0,0,0,0,4,5.1,+8,,
2024-01-10,202401100MIA,MIA,Q1,Tyler Herro,https://www.basketball-reference.com/boxscores/202401100MIA.html,10.93,4,6,.667,0,1,1,2,0,2,2,1,0,0,0,1,9,6.9,+8,.500,.000
2024-01-10,202401100MIA,MIA,Q1,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202401100MIA.html,10.93,3,5,.600,2,3,0,0,0,1,1,2,1,0,0,0,8,8.4,+8,,.667
2024-01-10,202401100MIA,MIA,Q1,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.5,1,1,1.000,1,1,0,0,0,1,1,0,0,0,0,1,3,2.6,+8,,1.000
2024-01-10,202401100MIA,MIA,Q1,Nikola Jović,https://www.basketball-reference.com/boxscores/202401100MIA.html,8.57,1,2,.500,1,2,0,0,0,0,0,1,1,1,1,1,3,3.0,+6,,.500
2024-01-10,202401100MIA,MIA,Q1,Duncan Robinson,https://www.basketball-reference.com/boxscores/202401100MIA.html,3.43,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,0,,.000
2024-01-10,202401100MIA,MIA,Q1,Josh Richardson,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.57,0,1,.000,0,1,0,0,0,0,0,1,1,0,1,0,0,0.0,-4,,.000
2024-01-10,202401100MIA,MIA,Q1,Kevin Love,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.57,3,3,1.000,0,0,2,2,0,1,1,0,0,0,0,0,8,7.4,-4,1.000,
2024-01-10,202401100MIA,MIA,Q2,Bam Adebayo,https://www.basketball-reference.com/boxscores/202401100MIA.html,10.02,2,3,.667,0,0,0,0,2,0,2,3,0,0,0,0,4,6.2,-2,,
2024-01-10,202401100MIA,MIA,Q2,Tyler Herro,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.4,1,4,.250,0,1,1,2,0,0,0,1,1,0,0,0,3,1.9,-2,.500,.000
2024-01-10,202401100MIA,MIA,Q2,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202401100MIA.html,6.4,2,3,.667,1,1,0,0,1,0,1,0,0,0,0,1,5,4.0,-2,,1.000
2024-01-10,202401100MIA,MIA,Q2,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.22,1,1,1.000,0,0,2,4,0,1,1,2,0,0,0,0,4,4.6,0,.500,
2024-01-10,202401100MIA,MIA,Q2,Nikola Jović,https://www.basketball-reference.com/boxscores/202401100MIA.html,8.05,3,3,1.000,1,1,2,2,0,1,1,1,0,0,0,1,9,8.7,0,1.000,1.000
2024-01-10,202401100MIA,MIA,Q2,Duncan Robinson,https://www.basketball-reference.com/boxscores/202401100MIA.html,10.38,1,5,.200,1,4,0,0,0,0,0,0,1,0,1,0,3,-0.1,-2,,.250
2024-01-10,202401100MIA,MIA,Q2,Josh Richardson,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.6,2,2,1.000,2,2,0,0,0,1,1,1,0,0,0,1,6,6.0,0,,1.000
2024-01-10,202401100MIA,MIA,Q2,Kevin Love,https://www.basketball-reference.com/boxscores/202401100MIA.html,5.93,0,1,.000,0,1,0,0,1,1,2,1,0,0,0,0,0,1.0,-2,,.000
2024-01-10,202401100MIA,MIA,Q3,Bam Adebayo,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.22,0,2,.000,0,0,4,4,1,2,3,1,0,1,1,0,4,4.3,-7,1.000,
2024-01-10,202401100MIA,MIA,Q3,Tyler Herro,https://www.basketball-reference.com/boxscores/202401100MIA.html,11.92,2,8,.250,1,2,0,0,0,1,1,3,2,0,1,0,5,3.6,-5,,.500
2024-01-10,202401100MIA,MIA,Q3,Haywood Highsmith,https://www.basketball-reference.com/boxscores/202401100MIA.html,12.0,2,4,.500,2,3,0,0,1,2,3,0,0,0,0,0,6,5.3,-7,,.667
2024-01-10,202401100MIA,MIA,Q3,Jaime Jaquez Jr.,https://www.basketball-reference.com/boxscores/202401100MIA.html,7.22,1,3,.333,1,2,0,0,0,1,1,0,0,0,1,1,3,0.2,-7,,.500
2024-01-10,202401100MIA,MIA,Q3,Nikola Jović,https://www.basketball-reference.com/boxscores/202401100MIA.html,9.38,1,3,.333,1,2,0,0,0,3,3,1,0,0,0,1,3,2.5,-3,,.500
2024-01-10,202401100MIA,MIA,Q3,Duncan Robinson,https://www.basketball-reference.com/boxscores/202401100MIA.html,2.62,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-4,,
2024-01-10,202401100MIA,MIA,Q3,Josh Richardson,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.85,1,1,1.000,0,0,0,0,0,0,0,0,0,0,1,1,2,0.3,-2,,
2024-01-10,202401100MIA,MIA,Q3,Kevin Love,https://www.basketball-reference.com/boxscores/202401100MIA.html,4.77,0,1,.000,0,0,4,4,0,1,1,1,0,0,1,0,4,3.3,0,1.000,
2024-01-10,202401100MIA,MIA,Q4,Bam Adebayo,https://www.basketball-reference.com/boxscores/202401100MIA.html,12.0,5,8,.625,0,0,3,3,1,3,4,0,0,1,0,1,13,11.3,-5,1.000,
