game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2025-02-03,202502030POR,PHO,https://www.basketball-reference.com/boxscores/202502030POR.html,31,24,25,27,12,119
2025-02-03,202502030POR,POR,https://www.basketball-reference.com/boxscores/202502030POR.html,31,18,37,21,14,121
