game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,ft_pct,fg3_pct
2023-01-15,202301150LAC,HOU,Q1,Daishen Nix,https://www.basketball-reference.com/boxscores/202301150LAC.html,9.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+2,,,
2023-01-15,202301150LAC,HOU,Q1,KJ Martin,https://www.basketball-reference.com/boxscores/202301150LAC.html,10.92,4,5,0,0,3,4,1,1,2,0,0,0,0,0,11,9.7,0,.800,.750,
2023-01-15,202301150LAC,HOU,Q1,Jabari Smith Jr.,https://www.basketball-reference.com/boxscores/202301150LAC.html,9.83,3,5,1,2,0,2,0,4,4,1,0,0,0,0,7,5.8,+2,.600,.000,.500
2023-01-15,202301150LAC,HOU,Q1,Alperen Şengün,https://www.basketball-reference.com/boxscores/202301150LAC.html,9.83,1,2,0,0,0,0,0,1,1,3,1,0,1,1,2,3.0,+2,.500,,
2023-01-15,202301150LAC,HOU,Q1,Eric Gordon,https://www.basketball-reference.com/boxscores/202301150LAC.html,6.43,3,4,0,1,2,2,0,1,1,1,0,0,1,0,8,6.4,+3,.750,1.000,.000
2023-01-15,202301150LAC,HOU,Q1,Tari Eason,https://www.basketball-reference.com/boxscores/202301150LAC.html,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-3,,,
2023-01-15,202301150LAC,HOU,Q1,Josh Christopher,https://www.basketball-reference.com/boxscores/202301150LAC.html,5.57,0,2,0,2,2,2,0,1,1,0,0,1,0,0,2,1.6,-4,.000,1.000,.000
2023-01-15,202301150LAC,HOU,Q1,Garrison Mathews,https://www.basketball-reference.com/boxscores/202301150LAC.html,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,,,
2023-01-15,202301150LAC,HOU,Q1,TyTy Washington Jr.,https://www.basketball-reference.com/boxscores/202301150LAC.html,2.17,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.7,-3,.000,,.000
2023-01-15,202301150LAC,HOU,Q1,Boban Marjanović,https://www.basketball-reference.com/boxscores/202301150LAC.html,2.17,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,-0.7,-3,,,
2023-01-15,202301150LAC,HOU,Q2,Daishen Nix,https://www.basketball-reference.com/boxscores/202301150LAC.html,8.5,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,-1.4,-3,.000,,.000
2023-01-15,202301150LAC,HOU,Q2,KJ Martin,https://www.basketball-reference.com/boxscores/202301150LAC.html,6.1,3,4,0,0,0,0,1,0,1,0,0,0,0,0,6,5.1,-2,.750,,
2023-01-15,202301150LAC,HOU,Q2,Jabari Smith Jr.,https://www.basketball-reference.com/boxscores/202301150LAC.html,7.47,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,-1.4,-5,.000,,
