game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2020-08-14,202008140LAC,OKC,https://www.basketball-reference.com/boxscores/202008140LAC.html,22,25,16,24,16,103
2020-08-14,202008140LAC,LAC,https://www.basketball-reference.com/boxscores/202008140LAC.html,21,16,33,17,20,107
