game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-04-18,202104180NYK,NOP,https://www.basketball-reference.com/boxscores/202104180NYK.html,25,19,35,24,9,112
2021-04-18,202104180NYK,NYK,https://www.basketball-reference.com/boxscores/202104180NYK.html,21,36,22,24,19,122
