game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2020-12-28,202012280OKC,UTA,Rudy Gobert,https://www.basketball-reference.com/boxscores/202012280OKC.html,36.82,6,8,.750,0,0,0,0,0,10,10,4,1,4,1,1,12,17.0,+5,,
2020-12-28,202012280OKC,UTA,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202012280OKC.html,34.78,8,23,.348,2,10,2,4,0,2,2,5,1,0,3,3,20,7.2,-4,.200,.500
2020-12-28,202012280OKC,UTA,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202012280OKC.html,34.73,8,17,.471,5,9,2,2,0,3,3,1,2,0,1,0,23,16.9,-3,.556,1.000
2020-12-28,202012280OKC,UTA,Royce O'Neale,https://www.basketball-reference.com/boxscores/202012280OKC.html,33.98,3,3,1.000,2,2,1,2,2,4,6,0,1,1,2,4,9,8.4,+1,1.000,.500
2020-12-28,202012280OKC,UTA,Mike Conley,https://www.basketball-reference.com/boxscores/202012280OKC.html,32.37,8,15,.533,2,6,2,2,3,7,10,9,1,1,2,3,20,21.7,+1,.333,1.000
2020-12-28,202012280OKC,UTA,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202012280OKC.html,25.7,5,10,.500,2,5,4,4,2,2,4,2,1,0,3,1,16,12.0,+5,.400,1.000
2020-12-28,202012280OKC,UTA,Joe Ingles,https://www.basketball-reference.com/boxscores/202012280OKC.html,20.38,2,4,.500,0,2,0,0,0,4,4,3,1,0,3,3,4,2.1,0,.000,
2020-12-28,202012280OKC,UTA,Derrick Favors,https://www.basketball-reference.com/boxscores/202012280OKC.html,11.17,3,4,.750,0,0,0,0,1,2,3,0,1,0,1,3,6,4.5,-4,,
2020-12-28,202012280OKC,UTA,Georges Niang,https://www.basketball-reference.com/boxscores/202012280OKC.html,8.38,0,2,.000,0,2,0,0,0,1,1,0,0,0,0,1,0,-1.5,-1,.000,
2020-12-28,202012280OKC,UTA,Miye Oni,https://www.basketball-reference.com/boxscores/202012280OKC.html,1.67,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+5,,
2020-12-28,202012280OKC,OKC,Shai Gilgeous-Alexander,https://www.basketball-reference.com/boxscores/202012280OKC.html,36.42,9,21,.429,1,7,4,4,0,3,3,7,1,1,4,3,23,14.2,+4,.143,1.000
2020-12-28,202012280OKC,OKC,Darius Bazley,https://www.basketball-reference.com/boxscores/202012280OKC.html,33.35,3,8,.375,2,4,1,2,0,11,11,0,0,1,3,1,9,4.8,-5,.500,.500
2020-12-28,202012280OKC,OKC,Luguentz Dort,https://www.basketball-reference.com/boxscores/202012280OKC.html,31.7,9,11,.818,5,7,3,4,1,1,2,1,3,0,3,4,26,21.6,+3,.714,.750
2020-12-28,202012280OKC,OKC,Al Horford,https://www.basketball-reference.com/boxscores/202012280OKC.html,29.2,4,10,.400,3,7,0,0,0,5,5,4,1,0,1,1,11,9.5,+7,.429,
2020-12-28,202012280OKC,OKC,George Hill,https://www.basketball-reference.com/boxscores/202012280OKC.html,25.07,5,13,.385,0,4,4,5,3,2,5,4,1,0,0,0,14,13.0,+6,.000,.800
2020-12-28,202012280OKC,OKC,Hamidou Diallo,https://www.basketball-reference.com/boxscores/202012280OKC.html,19.87,3,7,.429,0,0,1,2,1,5,6,1,1,1,0,2,7,6.7,-3,,.500
2020-12-28,202012280OKC,OKC,Théo Maledon,https://www.basketball-reference.com/boxscores/202012280OKC.html,19.73,2,2,1.000,1,1,1,2,0,0,0,2,1,0,3,1,6,4.0,-8,1.000,.500
2020-12-28,202012280OKC,OKC,Mike Muscala,https://www.basketball-reference.com/boxscores/202012280OKC.html,18.8,3,9,.333,3,7,0,0,1,1,2,1,0,1,1,1,9,4.9,-8,.429,
2020-12-28,202012280OKC,OKC,Aleksej Pokusevski,https://www.basketball-reference.com/boxscores/202012280OKC.html,14.43,0,2,.000,0,1,0,0,0,2,2,0,1,1,0,1,0,0.5,+3,.000,
2020-12-28,202012280OKC,OKC,Kenrich Williams,https://www.basketball-reference.com/boxscores/202012280OKC.html,11.43,2,3,.667,0,0,0,0,1,0,1,1,0,0,0,2,4,3.3,-4,,
