game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2021-04-01,202104010SAS,ATL,https://www.basketball-reference.com/boxscores/202104010SAS.html,32,22,30,26,9,15,134
2021-04-01,202104010SAS,SAS,https://www.basketball-reference.com/boxscores/202104010SAS.html,22,26,32,30,9,10,129
