game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-06-04,202306040DEN,MIA,https://www.basketball-reference.com/boxscores/202306040DEN.html,87.4,0.596,11.2,21.6,0.231,127.1
2023-06-04,202306040DEN,DEN,https://www.basketball-reference.com/boxscores/202306040DEN.html,87.4,0.593,14.2,28.1,0.253,123.6
