game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2024-04-07,202404070GSW,UTA,https://www.basketball-reference.com/boxscores/202404070GSW.html,28,26,23,33,110
2024-04-07,202404070GSW,GSW,https://www.basketball-reference.com/boxscores/202404070GSW.html,41,27,29,21,118
