game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2022-12-13,202212130LAL,BOS,https://www.basketball-reference.com/boxscores/202212130LAL.html,37,28,23,22,12,122
2022-12-13,202212130LAL,LAL,https://www.basketball-reference.com/boxscores/202212130LAL.html,24,26,32,28,8,118
