game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2024-11-27,202411270CLE,ATL,https://www.basketball-reference.com/boxscores/202411270CLE.html,35,26,37,37,135
2024-11-27,202411270CLE,CLE,https://www.basketball-reference.com/boxscores/202411270CLE.html,35,29,31,29,124
