game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2024-02-12,202402120HOU,NYK,Q1,Josh Hart,https://www.basketball-reference.com/boxscores/202402120HOU.html,9.3,1,2,.500,0,0,0,0,1,3,4,1,0,0,1,0,2,2.3,-3,,
2024-02-12,202402120HOU,NYK,Q1,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,3,4,.750,3,4,0,0,0,0,0,1,0,0,1,1,9,6.7,-7,.750,
2024-02-12,202402120HOU,NYK,Q1,Jalen Brunson,https://www.basketball-reference.com/boxscores/202402120HOU.html,11.43,0,5,.000,0,3,1,2,0,1,1,4,0,0,1,1,1,-1.2,-7,.000,.500
2024-02-12,202402120HOU,NYK,Q1,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202402120HOU.html,10.1,2,3,.667,0,0,0,0,3,3,6,0,0,0,1,2,4,3.9,-3,,
2024-02-12,202402120HOU,NYK,Q1,Jericho Sims,https://www.basketball-reference.com/boxscores/202402120HOU.html,9.3,1,1,1.000,0,0,0,0,1,0,1,0,0,0,1,2,2,0.6,-3,,
2024-02-12,202402120HOU,NYK,Q1,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202402120HOU.html,4.6,2,3,.667,0,0,0,1,0,1,1,0,0,0,0,0,4,2.6,-8,,.000
2024-02-12,202402120HOU,NYK,Q1,Alec Burks,https://www.basketball-reference.com/boxscores/202402120HOU.html,2.7,0,2,.000,0,2,0,0,0,0,0,0,0,0,0,1,0,-1.8,-4,.000,
2024-02-12,202402120HOU,NYK,Q1,Miles McBride,https://www.basketball-reference.com/boxscores/202402120HOU.html,0.57,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,
2024-02-12,202402120HOU,NYK,Q2,Josh Hart,https://www.basketball-reference.com/boxscores/202402120HOU.html,8.9,1,2,.500,0,1,0,0,0,2,2,1,0,0,1,1,2,0.9,-7,.000,
2024-02-12,202402120HOU,NYK,Q2,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202402120HOU.html,10.15,3,8,.375,1,5,0,0,1,1,2,0,0,0,1,1,7,2.2,-1,.200,
2024-02-12,202402120HOU,NYK,Q2,Jalen Brunson,https://www.basketball-reference.com/boxscores/202402120HOU.html,7.43,2,6,.333,1,1,1,1,0,1,1,0,0,0,2,0,6,0.9,-1,1.000,1.000
2024-02-12,202402120HOU,NYK,Q2,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202402120HOU.html,4.57,0,0,,0,0,0,0,1,1,2,0,0,0,1,1,0,-0.4,-6,,
2024-02-12,202402120HOU,NYK,Q2,Jericho Sims,https://www.basketball-reference.com/boxscores/202402120HOU.html,7.43,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,,
2024-02-12,202402120HOU,NYK,Q2,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202402120HOU.html,6.55,1,3,.333,0,1,0,0,0,1,1,0,0,0,0,1,2,0.2,-8,.000,
2024-02-12,202402120HOU,NYK,Q2,Alec Burks,https://www.basketball-reference.com/boxscores/202402120HOU.html,4.95,0,2,.000,0,1,0,0,0,0,0,0,0,0,1,0,0,-2.4,-6,.000,
2024-02-12,202402120HOU,NYK,Q2,Taj Gibson,https://www.basketball-reference.com/boxscores/202402120HOU.html,5.45,0,1,.000,0,0,0,0,2,0,2,1,0,0,0,2,0,0.6,+1,,
2024-02-12,202402120HOU,NYK,Q2,Miles McBride,https://www.basketball-reference.com/boxscores/202402120HOU.html,4.57,2,2,1.000,0,0,0,0,0,0,0,0,0,0,0,0,4,3.4,-6,,
2024-02-12,202402120HOU,NYK,Q3,Josh Hart,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,3,5,.600,2,3,0,0,1,1,2,2,2,0,0,2,8,9.3,+11,.667,
2024-02-12,202402120HOU,NYK,Q3,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,2,6,.333,0,2,0,0,1,2,3,2,1,0,1,0,4,3.3,+11,.000,
2024-02-12,202402120HOU,NYK,Q3,Jalen Brunson,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,4,9,.444,1,2,3,5,0,1,1,2,0,0,2,2,12,5.4,+11,.500,.600
2024-02-12,202402120HOU,NYK,Q3,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,1,4,.250,0,1,0,0,4,2,6,0,0,0,1,1,2,1.6,+11,.000,
2024-02-12,202402120HOU,NYK,Q3,Jericho Sims,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,1,2,.500,0,0,0,0,2,4,6,0,0,0,0,2,2,2.8,+11,,
2024-02-12,202402120HOU,NYK,Q4,Josh Hart,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,2,2,1.000,1,1,0,0,0,3,3,1,0,0,0,0,5,6.0,+1,1.000,
2024-02-12,202402120HOU,NYK,Q4,Donte DiVincenzo,https://www.basketball-reference.com/boxscores/202402120HOU.html,6.8,1,3,.333,1,3,0,0,0,0,0,1,1,0,0,1,3,2.6,-1,.333,
2024-02-12,202402120HOU,NYK,Q4,Jalen Brunson,https://www.basketball-reference.com/boxscores/202402120HOU.html,7.93,4,5,.800,0,0,0,0,0,1,1,1,0,0,0,1,8,6.7,-4,,
2024-02-12,202402120HOU,NYK,Q4,Precious Achiuwa,https://www.basketball-reference.com/boxscores/202402120HOU.html,12.0,1,1,1.000,0,0,0,1,1,2,3,0,0,3,0,0,2,4.7,+1,,.000
2024-02-12,202402120HOU,NYK,Q4,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202402120HOU.html,11.87,4,7,.571,1,4,0,0,0,2,2,0,0,1,1,1,9,5.6,+3,.250,
2024-02-12,202402120HOU,NYK,Q4,Alec Burks,https://www.basketball-reference.com/boxscores/202402120HOU.html,9.27,1,4,.250,1,2,2,2,1,0,1,2,0,0,0,0,5,4.7,+7,.500,1.000
