game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2021-01-25,202101250IND,TOR,https://www.basketball-reference.com/boxscores/202101250IND.html,101.6,0.484,10.3,25.5,0.258,112.2
2021-01-25,202101250IND,IND,https://www.basketball-reference.com/boxscores/202101250IND.html,101.6,0.59,13.3,21.2,0.474,127.0
