game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2021-04-19,202104190DEN,MEM,https://www.basketball-reference.com/boxscores/202104190DEN.html,35,25,35,21,9,12,137
2021-04-19,202104190DEN,DEN,https://www.basketball-reference.com/boxscores/202104190DEN.html,27,29,31,29,9,14,139
