game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2020-02-03,202002030WAS,GSW,Damion Lee,https://www.basketball-reference.com/boxscores/202002030WAS.html,34.18,7,15,.467,5,9,.556,0,0,0,1,1,6,1,0,2,3,19,13.6,+3,
2020-02-03,202002030WAS,GSW,Draymond Green,https://www.basketball-reference.com/boxscores/202002030WAS.html,33.2,5,8,.625,2,3,.667,0,0,1,9,10,7,2,1,3,5,12,14.4,+8,
2020-02-03,202002030WAS,GSW,Glenn Robinson III,https://www.basketball-reference.com/boxscores/202002030WAS.html,31.65,8,13,.615,2,4,.500,4,4,2,4,6,7,1,0,2,1,22,22.2,+9,1.000
2020-02-03,202002030WAS,GSW,Jacob Evans,https://www.basketball-reference.com/boxscores/202002030WAS.html,25.7,1,8,.125,1,3,.333,4,4,1,1,2,3,1,3,0,4,7,6.4,-8,1.000
2020-02-03,202002030WAS,GSW,Marquese Chriss,https://www.basketball-reference.com/boxscores/202002030WAS.html,25.67,5,5,1.000,0,0,,3,4,2,3,5,1,0,2,1,3,13,13.3,-8,.750
2020-02-03,202002030WAS,GSW,Alec Burks,https://www.basketball-reference.com/boxscores/202002030WAS.html,28.98,9,17,.529,5,10,.500,7,8,0,3,3,2,2,0,2,1,30,23.2,+7,.875
2020-02-03,202002030WAS,GSW,Eric Paschall,https://www.basketball-reference.com/boxscores/202002030WAS.html,24.18,5,13,.385,0,0,,4,9,4,6,10,1,0,0,2,2,14,7.4,+6,.444
2020-02-03,202002030WAS,GSW,Jordan Poole,https://www.basketball-reference.com/boxscores/202002030WAS.html,14.1,1,2,.500,0,0,,0,0,0,0,0,1,0,0,1,3,2,-0.5,+9,
2020-02-03,202002030WAS,GSW,Omari Spellman,https://www.basketball-reference.com/boxscores/202002030WAS.html,12.8,1,4,.250,0,1,.000,2,2,1,2,3,0,0,0,1,2,4,1.1,+2,1.000
2020-02-03,202002030WAS,GSW,Kevon Looney,https://www.basketball-reference.com/boxscores/202002030WAS.html,9.53,1,2,.500,0,0,,0,0,1,3,4,3,1,0,0,1,2,5.3,+12,
2020-02-03,202002030WAS,WAS,Bradley Beal,https://www.basketball-reference.com/boxscores/202002030WAS.html,39.3,15,30,.500,3,7,.429,10,10,0,2,2,6,2,0,3,1,43,31.4,+4,1.000
2020-02-03,202002030WAS,WAS,Rui Hachimura,https://www.basketball-reference.com/boxscores/202002030WAS.html,25.87,5,8,.625,0,0,,1,2,0,8,8,0,0,0,2,1,11,7.0,-4,.500
2020-02-03,202002030WAS,WAS,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202002030WAS.html,24.52,3,10,.300,1,4,.250,2,2,0,1,1,4,0,0,1,1,9,4.9,-10,1.000
2020-02-03,202002030WAS,WAS,Gary Payton II,https://www.basketball-reference.com/boxscores/202002030WAS.html,11.48,0,2,.000,0,0,,0,0,0,0,0,1,0,0,0,4,0,-2.3,-16,
2020-02-03,202002030WAS,WAS,Ian Mahinmi,https://www.basketball-reference.com/boxscores/202002030WAS.html,9.2,1,1,1.000,0,0,,0,0,1,4,5,0,1,0,1,3,2,2.4,-8,
2020-02-03,202002030WAS,WAS,Dāvis Bertāns,https://www.basketball-reference.com/boxscores/202002030WAS.html,32.03,6,9,.667,5,7,.714,2,3,0,4,4,5,1,1,1,2,19,19.3,+11,.667
2020-02-03,202002030WAS,WAS,Thomas Bryant,https://www.basketball-reference.com/boxscores/202002030WAS.html,29.43,3,3,1.000,0,0,,5,6,1,6,7,3,0,2,0,3,11,14.5,-1,.833
2020-02-03,202002030WAS,WAS,Ish Smith,https://www.basketball-reference.com/boxscores/202002030WAS.html,23.48,2,4,.500,0,0,,3,4,0,3,3,6,1,0,2,1,7,8.3,+2,.750
2020-02-03,202002030WAS,WAS,Troy Brown Jr.,https://www.basketball-reference.com/boxscores/202002030WAS.html,22.63,3,8,.375,0,3,.000,0,0,0,3,3,3,1,1,0,2,6,5.5,-12,
2020-02-03,202002030WAS,WAS,Moritz Wagner,https://www.basketball-reference.com/boxscores/202002030WAS.html,12.27,4,5,.800,0,0,,0,0,0,2,2,0,0,0,1,2,8,4.9,+5,
2020-02-03,202002030WAS,WAS,Isaac Bonga,https://www.basketball-reference.com/boxscores/202002030WAS.html,9.78,0,3,.000,0,1,.000,1,2,0,0,0,0,0,0,0,4,1,-3.1,-11,.500
