game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2022-03-27,202203270BRK,CHO,Q1,Miles Bridges,https://www.basketball-reference.com/boxscores/202203270BRK.html,9.52,2,4,.500,0,0,0,0,1,0,1,0,0,0,0,1,4,2.3,-3,,
2022-03-27,202203270BRK,CHO,Q1,LaMelo Ball,https://www.basketball-reference.com/boxscores/202203270BRK.html,9.37,2,4,.500,2,4,2,2,0,2,2,2,1,0,0,0,8,9.0,-4,.500,1.000
2022-03-27,202203270BRK,CHO,Q1,Terry Rozier,https://www.basketball-reference.com/boxscores/202203270BRK.html,9.52,2,4,.500,1,3,0,0,0,2,2,1,0,0,2,0,5,2.3,-3,.333,
2022-03-27,202203270BRK,CHO,Q1,P.J. Washington,https://www.basketball-reference.com/boxscores/202203270BRK.html,9.37,2,3,.667,1,1,0,0,1,1,2,0,0,0,0,1,5,4.3,-4,1.000,
2022-03-27,202203270BRK,CHO,Q1,Mason Plumlee,https://www.basketball-reference.com/boxscores/202203270BRK.html,6.88,0,2,.000,0,0,0,0,0,2,2,1,0,1,0,0,0,0.6,-1,,
2022-03-27,202203270BRK,CHO,Q1,Cody Martin,https://www.basketball-reference.com/boxscores/202203270BRK.html,4.57,1,1,1.000,0,0,0,0,1,0,1,0,0,0,0,2,2,1.6,-7,,
2022-03-27,202203270BRK,CHO,Q1,Kelly Oubre Jr.,https://www.basketball-reference.com/boxscores/202203270BRK.html,5.12,0,4,.000,0,1,0,0,0,1,1,0,1,0,0,0,0,-1.5,-5,.000,
2022-03-27,202203270BRK,CHO,Q1,Isaiah Thomas,https://www.basketball-reference.com/boxscores/202203270BRK.html,0.55,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.4,+2,,
2022-03-27,202203270BRK,CHO,Q1,Montrezl Harrell,https://www.basketball-reference.com/boxscores/202203270BRK.html,5.12,0,2,.000,0,0,2,2,0,1,1,0,0,0,1,0,2,-0.1,-5,,1.000
2022-03-27,202203270BRK,CHO,Q2,Miles Bridges,https://www.basketball-reference.com/boxscores/202203270BRK.html,9.0,5,7,.714,1,2,2,4,0,1,1,1,0,0,0,0,13,10.3,+6,.500,.500
2022-03-27,202203270BRK,CHO,Q2,LaMelo Ball,https://www.basketball-reference.com/boxscores/202203270BRK.html,8.73,3,8,.375,0,2,1,2,0,2,2,1,0,0,0,2,7,2.7,+6,.000,.500
2022-03-27,202203270BRK,CHO,Q2,Terry Rozier,https://www.basketball-reference.com/boxscores/202203270BRK.html,7.45,0,1,.000,0,0,2,2,0,0,0,1,1,0,0,0,2,3.0,+4,,1.000
