game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2022-11-09,202211090OKC,MIL,https://www.basketball-reference.com/boxscores/202211090OKC.html,27,28,29,35,7,10,136
2022-11-09,202211090OKC,OKC,https://www.basketball-reference.com/boxscores/202211090OKC.html,27,28,32,32,7,6,132
