game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2025-03-07,202503070CHO,CLE,https://www.basketball-reference.com/boxscores/202503070CHO.html,27,36,24,31,118
2025-03-07,202503070CHO,CHO,https://www.basketball-reference.com/boxscores/202503070CHO.html,27,25,31,34,117
