game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-12-09,202212090BRK,ATL,https://www.basketball-reference.com/boxscores/202212090BRK.html,30,34,26,26,116
2022-12-09,202212090BRK,BRK,https://www.basketball-reference.com/boxscores/202212090BRK.html,36,32,28,24,120
