game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2021-04-22,202104220DAL,LAL,Q1,Dennis Schröder,https://www.basketball-reference.com/boxscores/202104220DAL.html,7.5,0,0,0,0,3,4,.750,1,0,1,3,0,0,0,0,3,5.4,-2,,
2021-04-22,202104220DAL,LAL,Q1,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202104220DAL.html,8.42,2,4,1,2,2,2,1.000,0,0,0,0,1,0,0,1,7,5.6,0,.500,.500
2021-04-22,202104220DAL,LAL,Q1,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202104220DAL.html,10.42,3,4,0,0,0,0,,0,1,1,0,0,0,0,2,6,3.9,-1,.750,
2021-04-22,202104220DAL,LAL,Q1,Andre Drummond,https://www.basketball-reference.com/boxscores/202104220DAL.html,7.5,1,3,0,0,0,0,,2,1,3,1,0,0,0,0,2,2.7,-2,.333,
2021-04-22,202104220DAL,LAL,Q1,Anthony Davis,https://www.basketball-reference.com/boxscores/202104220DAL.html,7.5,1,6,0,0,0,0,,0,3,3,0,1,0,0,0,2,0.1,-2,.167,
2021-04-22,202104220DAL,LAL,Q1,Alex Caruso,https://www.basketball-reference.com/boxscores/202104220DAL.html,4.5,0,1,0,1,0,0,,0,1,1,1,0,0,0,1,0,-0.1,-3,.000,.000
2021-04-22,202104220DAL,LAL,Q1,Markieff Morris,https://www.basketball-reference.com/boxscores/202104220DAL.html,4.5,0,2,0,1,0,0,,0,0,0,0,0,0,0,0,0,-1.4,-3,.000,.000
2021-04-22,202104220DAL,LAL,Q1,Montrezl Harrell,https://www.basketball-reference.com/boxscores/202104220DAL.html,4.5,2,3,0,0,0,0,,1,1,2,0,0,0,0,1,4,3.3,-3,.667,
2021-04-22,202104220DAL,LAL,Q1,Talen Horton-Tucker,https://www.basketball-reference.com/boxscores/202104220DAL.html,3.58,1,2,0,1,0,0,,0,0,0,0,0,0,0,1,2,0.6,-5,.500,.000
2021-04-22,202104220DAL,LAL,Q1,Ben McLemore,https://www.basketball-reference.com/boxscores/202104220DAL.html,1.58,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,-0.7,-4,.000,.000
2021-04-22,202104220DAL,LAL,Q2,Dennis Schröder,https://www.basketball-reference.com/boxscores/202104220DAL.html,9.17,1,1,0,0,2,2,1.000,0,0,0,5,0,0,0,1,4,6.8,-9,1.000,
2021-04-22,202104220DAL,LAL,Q2,Kentavious Caldwell-Pope,https://www.basketball-reference.com/boxscores/202104220DAL.html,8.1,1,1,0,0,2,2,1.000,0,0,0,0,0,0,0,0,4,3.7,-1,1.000,
2021-04-22,202104220DAL,LAL,Q2,Kyle Kuzma,https://www.basketball-reference.com/boxscores/202104220DAL.html,6.27,0,1,0,0,0,0,,0,1,1,0,0,0,1,0,0,-1.4,-2,.000,
2021-04-22,202104220DAL,LAL,Q2,Andre Drummond,https://www.basketball-reference.com/boxscores/202104220DAL.html,6.88,1,2,0,0,2,2,1.000,1,2,3,1,0,0,2,1,4,2.6,0,.500,
