game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-12-18,202112180BRK,ORL,Robin Lopez,https://www.basketball-reference.com/boxscores/202112180BRK.html,38.27,10,22,.455,0,0,0,0,6,4,10,4,0,1,5,5,20,10.5,+1,,
2021-12-18,202112180BRK,ORL,Gary Harris,https://www.basketball-reference.com/boxscores/202112180BRK.html,35.8,6,17,.353,1,4,4,5,2,5,7,5,0,1,3,1,17,10.8,+12,.250,.800
2021-12-18,202112180BRK,ORL,Chuma Okeke,https://www.basketball-reference.com/boxscores/202112180BRK.html,35.35,6,11,.545,3,6,0,0,0,6,6,1,2,2,2,3,15,12.4,+3,.500,
2021-12-18,202112180BRK,ORL,Mychal Mulder,https://www.basketball-reference.com/boxscores/202112180BRK.html,29.63,3,9,.333,1,5,0,0,0,4,4,0,1,0,1,2,7,2.3,+21,.200,
2021-12-18,202112180BRK,ORL,Franz Wagner,https://www.basketball-reference.com/boxscores/202112180BRK.html,28.48,4,14,.286,0,2,6,6,0,11,11,6,1,0,2,2,14,11.5,+8,.000,1.000
2021-12-18,202112180BRK,ORL,Hassani Gravett,https://www.basketball-reference.com/boxscores/202112180BRK.html,24.9,2,5,.400,1,4,2,2,1,4,5,3,2,0,1,1,7,8.9,+2,.250,1.000
2021-12-18,202112180BRK,ORL,B.J. Johnson,https://www.basketball-reference.com/boxscores/202112180BRK.html,20.03,3,8,.375,1,4,0,0,2,3,5,0,0,0,0,0,7,4.9,-8,.250,
2021-12-18,202112180BRK,ORL,Aleem Ford,https://www.basketball-reference.com/boxscores/202112180BRK.html,17.8,3,6,.500,2,5,0,0,1,1,2,0,0,0,2,0,8,4.0,-10,.400,
2021-12-18,202112180BRK,ORL,Admiral Schofield,https://www.basketball-reference.com/boxscores/202112180BRK.html,9.72,2,2,1.000,1,1,0,0,0,0,0,1,0,0,0,0,5,5.1,+6,1.000,
2021-12-18,202112180BRK,BRK,Patty Mills,https://www.basketball-reference.com/boxscores/202112180BRK.html,40.62,10,24,.417,2,14,1,1,1,5,6,5,1,0,2,2,23,14.1,-12,.143,1.000
2021-12-18,202112180BRK,BRK,Kessler Edwards,https://www.basketball-reference.com/boxscores/202112180BRK.html,38.97,4,13,.308,1,4,0,0,2,3,5,2,0,3,2,2,9,4.5,-19,.250,
2021-12-18,202112180BRK,BRK,Cam Thomas,https://www.basketball-reference.com/boxscores/202112180BRK.html,35.97,7,20,.350,1,7,0,0,0,7,7,4,1,1,4,2,15,5.6,-6,.143,
2021-12-18,202112180BRK,BRK,David Duke Jr.,https://www.basketball-reference.com/boxscores/202112180BRK.html,35.82,7,15,.467,1,4,3,4,8,6,14,1,2,2,1,2,18,19.6,+5,.250,.750
2021-12-18,202112180BRK,BRK,Blake Griffin,https://www.basketball-reference.com/boxscores/202112180BRK.html,32.28,6,13,.462,3,10,2,3,1,6,7,6,2,0,3,3,17,14.4,-7,.300,.667
2021-12-18,202112180BRK,BRK,Langston Galloway,https://www.basketball-reference.com/boxscores/202112180BRK.html,22.62,2,5,.400,0,3,0,0,1,3,4,3,0,0,1,0,4,4.0,+5,.000,
2021-12-18,202112180BRK,BRK,Shaquille Harrison,https://www.basketball-reference.com/boxscores/202112180BRK.html,21.32,2,6,.333,0,2,0,0,1,3,4,3,1,1,2,3,4,2.8,-7,.000,
2021-12-18,202112180BRK,BRK,James Ennis III,https://www.basketball-reference.com/boxscores/202112180BRK.html,12.42,1,6,.167,1,2,0,0,2,2,4,0,1,1,0,0,3,2.9,+6,.500,
