game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2024-12-31,202412310IND,MIL,Damian Lillard,https://www.basketball-reference.com/boxscores/202412310IND.html,35.95,3,14,.214,3,9,.333,0,0,2,2,4,5,2,0,4,2,9,3.1,+4,
2024-12-31,202412310IND,MIL,Giannis Antetokounmpo,https://www.basketball-reference.com/boxscores/202412310IND.html,34.82,11,20,.550,0,0,,8,13,2,10,12,5,2,0,2,4,30,24.7,+12,.615
2024-12-31,202412310IND,MIL,Khris Middleton,https://www.basketball-reference.com/boxscores/202412310IND.html,30.8,4,11,.364,1,4,.250,6,6,2,4,6,7,0,0,4,4,15,10.8,+2,1.000
2024-12-31,202412310IND,MIL,Brook Lopez,https://www.basketball-reference.com/boxscores/202412310IND.html,23.8,7,11,.636,0,3,.000,2,2,1,4,5,3,0,0,1,0,16,14.1,-14,1.000
2024-12-31,202412310IND,MIL,Andre Jackson Jr.,https://www.basketball-reference.com/boxscores/202412310IND.html,11.85,2,3,.667,0,0,,0,0,0,2,2,0,0,0,0,3,4,2.1,-6,
2024-12-31,202412310IND,MIL,Bobby Portis,https://www.basketball-reference.com/boxscores/202412310IND.html,30.93,6,14,.429,0,2,.000,2,2,4,11,15,3,2,0,0,0,14,16.8,+15,1.000
2024-12-31,202412310IND,MIL,Gary Trent Jr.,https://www.basketball-reference.com/boxscores/202412310IND.html,28.68,5,9,.556,4,5,.800,0,0,0,2,2,1,2,0,0,1,14,12.6,+5,
2024-12-31,202412310IND,MIL,Taurean Prince,https://www.basketball-reference.com/boxscores/202412310IND.html,25.37,4,9,.444,1,4,.250,0,1,1,2,3,2,2,0,1,3,9,6.4,+16,.000
2024-12-31,202412310IND,MIL,A.J. Green,https://www.basketball-reference.com/boxscores/202412310IND.html,16.32,3,6,.500,3,6,.500,0,0,1,1,2,1,0,0,0,5,9,5.7,+8,
2024-12-31,202412310IND,MIL,Ryan Rollins,https://www.basketball-reference.com/boxscores/202412310IND.html,1.48,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0.0,-2,
2024-12-31,202412310IND,IND,Tyrese Haliburton,https://www.basketball-reference.com/boxscores/202412310IND.html,38.63,3,13,.231,1,6,.167,5,6,2,5,7,7,1,2,1,2,12,12.1,-6,.833
2024-12-31,202412310IND,IND,Bennedict Mathurin,https://www.basketball-reference.com/boxscores/202412310IND.html,36.97,10,18,.556,3,5,.600,2,5,2,7,9,2,1,1,6,3,25,14.6,-11,.400
2024-12-31,202412310IND,IND,Myles Turner,https://www.basketball-reference.com/boxscores/202412310IND.html,33.38,7,12,.583,2,5,.400,0,0,4,6,10,2,0,1,2,3,16,13.9,-2,
2024-12-31,202412310IND,IND,Andrew Nembhard,https://www.basketball-reference.com/boxscores/202412310IND.html,31.67,4,14,.286,2,5,.400,0,0,0,2,2,3,0,0,2,4,10,0.9,+2,
2024-12-31,202412310IND,IND,Pascal Siakam,https://www.basketball-reference.com/boxscores/202412310IND.html,31.0,6,14,.429,3,7,.429,5,8,0,7,7,4,0,0,1,3,20,14.1,-5,.625
2024-12-31,202412310IND,IND,Ben Sheppard,https://www.basketball-reference.com/boxscores/202412310IND.html,18.95,2,5,.400,1,4,.250,0,0,0,7,7,0,1,1,0,2,5,5.3,+1,
2024-12-31,202412310IND,IND,T.J. McConnell,https://www.basketball-reference.com/boxscores/202412310IND.html,16.33,3,5,.600,0,1,.000,0,2,0,3,3,5,2,0,3,0,6,6.3,-10,.000
2024-12-31,202412310IND,IND,Jarace Walker,https://www.basketball-reference.com/boxscores/202412310IND.html,15.58,3,5,.600,1,3,.333,4,4,0,1,1,1,3,1,0,2,11,12.6,-2,1.000
2024-12-31,202412310IND,IND,Obi Toppin,https://www.basketball-reference.com/boxscores/202412310IND.html,12.42,1,3,.333,0,1,.000,2,4,0,2,2,2,0,1,1,0,4,3.2,-13,.500
2024-12-31,202412310IND,IND,Thomas Bryant,https://www.basketball-reference.com/boxscores/202412310IND.html,5.07,1,1,1.000,0,0,,1,1,1,1,2,0,0,0,0,1,3,3.3,+6,1.000
