game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2025-01-18,202501180BOS,ATL,https://www.basketball-reference.com/boxscores/202501180BOS.html,21,31,21,31,15,119
2025-01-18,202501180BOS,BOS,https://www.basketball-reference.com/boxscores/202501180BOS.html,33,15,30,26,11,115
