game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2021-10-25,202110250DEN,CLE,Q1,Jarrett Allen,https://www.basketball-reference.com/boxscores/202110250DEN.html,10.92,2,2,1.000,0,0,0,0,0,2,2,0,0,0,0,1,4,3.6,+4,,
2021-10-25,202110250DEN,CLE,Q1,Darius Garland,https://www.basketball-reference.com/boxscores/202110250DEN.html,7.02,2,2,1.000,1,1,0,0,0,0,0,2,0,0,2,0,5,3.8,0,1.000,
2021-10-25,202110250DEN,CLE,Q1,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202110250DEN.html,7.23,2,4,.500,1,3,0,0,0,1,1,2,2,0,0,0,5,6.7,+4,.333,
2021-10-25,202110250DEN,CLE,Q1,Evan Mobley,https://www.basketball-reference.com/boxscores/202110250DEN.html,5.7,1,2,.500,0,0,0,0,1,2,3,0,0,0,0,2,2,1.5,+3,,
2021-10-25,202110250DEN,CLE,Q1,Collin Sexton,https://www.basketball-reference.com/boxscores/202110250DEN.html,6.4,0,3,.000,0,1,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,.000,
2021-10-25,202110250DEN,CLE,Q1,Isaac Okoro,https://www.basketball-reference.com/boxscores/202110250DEN.html,5.62,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,+5,,
2021-10-25,202110250DEN,CLE,Q1,Ricky Rubio,https://www.basketball-reference.com/boxscores/202110250DEN.html,4.98,1,2,.500,0,0,0,0,0,1,1,2,0,0,0,0,2,2.7,+5,,
2021-10-25,202110250DEN,CLE,Q1,Kevin Love,https://www.basketball-reference.com/boxscores/202110250DEN.html,6.28,3,4,.750,0,1,3,3,0,2,2,0,0,0,0,0,9,8.0,+2,.000,1.000
2021-10-25,202110250DEN,CLE,Q1,Cedi Osman,https://www.basketball-reference.com/boxscores/202110250DEN.html,5.85,0,1,.000,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.1,+2,.000,
2021-10-25,202110250DEN,CLE,Q2,Jarrett Allen,https://www.basketball-reference.com/boxscores/202110250DEN.html,7.17,3,4,.750,0,0,1,3,1,5,6,0,0,0,0,0,7,6.8,+1,,.333
