game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2024-02-09,202402090TOR,HOU,Jabari Smith Jr.,https://www.basketball-reference.com/boxscores/202402090TOR.html,33.43,5,11,.455,2,6,.333,0,0,5,5,10,2,0,0,2,2,12,9.9,+2,
2024-02-09,202402090TOR,HOU,Amen Thompson,https://www.basketball-reference.com/boxscores/202402090TOR.html,31.73,4,5,.800,0,0,,0,0,2,7,9,4,1,0,6,4,8,5.8,-11,
2024-02-09,202402090TOR,HOU,Dillon Brooks,https://www.basketball-reference.com/boxscores/202402090TOR.html,30.22,6,13,.462,4,5,.800,4,4,0,2,2,3,1,2,4,5,20,12.4,-11,1.000
2024-02-09,202402090TOR,HOU,Jalen Green,https://www.basketball-reference.com/boxscores/202402090TOR.html,22.4,3,11,.273,1,5,.200,0,1,0,2,2,1,0,0,4,0,7,-2.6,-23,.000
2024-02-09,202402090TOR,HOU,Alperen Şengün,https://www.basketball-reference.com/boxscores/202402090TOR.html,20.88,3,7,.429,0,0,,1,2,3,4,7,1,0,0,2,3,7,3.7,-21,.500
2024-02-09,202402090TOR,HOU,Aaron Holiday,https://www.basketball-reference.com/boxscores/202402090TOR.html,30.82,5,13,.385,2,8,.250,0,0,0,3,3,5,1,0,1,2,12,8.5,+15,
2024-02-09,202402090TOR,HOU,Jeff Green,https://www.basketball-reference.com/boxscores/202402090TOR.html,27.12,3,11,.273,1,6,.167,4,5,1,5,6,4,1,1,0,1,11,10.4,+18,.800
2024-02-09,202402090TOR,HOU,Cam Whitmore,https://www.basketball-reference.com/boxscores/202402090TOR.html,17.53,5,9,.556,3,5,.600,4,4,0,3,3,1,0,0,2,1,17,11.9,-1,1.000
2024-02-09,202402090TOR,HOU,Jae'Sean Tate,https://www.basketball-reference.com/boxscores/202402090TOR.html,14.53,2,3,.667,0,1,.000,0,0,1,2,3,1,1,0,0,1,4,5.3,+10,
2024-02-09,202402090TOR,HOU,Reggie Bullock,https://www.basketball-reference.com/boxscores/202402090TOR.html,11.33,2,2,1.000,2,2,1.000,0,0,0,3,3,0,0,0,0,1,6,5.9,+7,
2024-02-09,202402090TOR,TOR,Immanuel Quickley,https://www.basketball-reference.com/boxscores/202402090TOR.html,38.45,9,19,.474,4,9,.444,3,4,0,4,4,2,1,0,1,2,25,16.7,+21,.750
2024-02-09,202402090TOR,TOR,Jakob Poeltl,https://www.basketball-reference.com/boxscores/202402090TOR.html,37.13,7,11,.636,0,0,,2,2,5,8,13,3,3,6,4,4,16,20.7,+14,1.000
2024-02-09,202402090TOR,TOR,RJ Barrett,https://www.basketball-reference.com/boxscores/202402090TOR.html,35.63,8,12,.667,1,3,.333,4,5,1,4,5,7,1,0,2,2,21,20.4,+8,.800
2024-02-09,202402090TOR,TOR,Scottie Barnes,https://www.basketball-reference.com/boxscores/202402090TOR.html,34.95,4,16,.250,0,3,.000,5,5,6,4,10,8,2,2,1,2,13,16.0,-2,1.000
2024-02-09,202402090TOR,TOR,Gary Trent Jr.,https://www.basketball-reference.com/boxscores/202402090TOR.html,33.88,2,11,.182,2,8,.250,2,2,0,1,1,3,4,0,1,1,8,6.1,+17,1.000
2024-02-09,202402090TOR,TOR,Bruce Brown,https://www.basketball-reference.com/boxscores/202402090TOR.html,22.33,5,13,.385,0,2,.000,1,1,2,1,3,0,1,0,1,2,11,4.8,-13,1.000
2024-02-09,202402090TOR,TOR,Gradey Dick,https://www.basketball-reference.com/boxscores/202402090TOR.html,19.62,2,5,.400,2,5,.400,0,0,0,1,1,1,1,0,0,3,6,4.1,-7,
2024-02-09,202402090TOR,TOR,Jontay Porter,https://www.basketball-reference.com/boxscores/202402090TOR.html,10.87,3,6,.500,1,2,.500,0,0,2,1,3,0,1,0,0,1,7,6.3,-11,
2024-02-09,202402090TOR,TOR,Jordan Nwora,https://www.basketball-reference.com/boxscores/202402090TOR.html,7.13,0,2,.000,0,1,.000,0,0,0,1,1,0,0,0,1,0,0,-2.1,-12,
