game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2019-11-10,201911100PHO,BRK,Caris LeVert,https://www.basketball-reference.com/boxscores/201911100PHO.html,26.27,4,10,.400,0,0,0,0,0,2,2,5,0,0,2,0,8,4.7,-15,,
2019-11-10,201911100PHO,BRK,Kyrie Irving,https://www.basketball-reference.com/boxscores/201911100PHO.html,25.12,7,16,.438,1,6,0,0,1,3,4,5,0,0,1,2,15,9.9,-31,.167,
2019-11-10,201911100PHO,BRK,Joe Harris,https://www.basketball-reference.com/boxscores/201911100PHO.html,21.82,2,6,.333,0,4,0,0,1,3,4,1,1,0,3,1,4,0.5,-35,.000,
2019-11-10,201911100PHO,BRK,Taurean Prince,https://www.basketball-reference.com/boxscores/201911100PHO.html,16.75,3,5,.600,2,3,0,0,0,1,1,0,0,0,1,1,8,4.6,-20,.667,
2019-11-10,201911100PHO,BRK,Jarrett Allen,https://www.basketball-reference.com/boxscores/201911100PHO.html,11.92,1,2,.500,0,0,3,4,1,1,2,0,0,0,4,5,5,-1.4,-20,,.750
2019-11-10,201911100PHO,BRK,Spencer Dinwiddie,https://www.basketball-reference.com/boxscores/201911100PHO.html,25.9,6,16,.375,1,5,5,5,0,3,3,6,1,0,1,2,18,13.5,-4,.200,1.000
2019-11-10,201911100PHO,BRK,DeAndre Jordan,https://www.basketball-reference.com/boxscores/201911100PHO.html,24.08,8,9,.889,0,0,0,0,1,11,12,3,0,0,0,2,16,18.2,-6,,
2019-11-10,201911100PHO,BRK,Garrett Temple,https://www.basketball-reference.com/boxscores/201911100PHO.html,20.97,3,6,.500,3,6,0,0,0,1,1,2,1,0,0,4,9,7.1,+2,.500,
2019-11-10,201911100PHO,BRK,Džanan Musa,https://www.basketball-reference.com/boxscores/201911100PHO.html,20.92,4,10,.400,0,5,4,4,0,6,6,0,0,0,2,1,12,6.0,-10,.000,1.000
2019-11-10,201911100PHO,BRK,David Nwaba,https://www.basketball-reference.com/boxscores/201911100PHO.html,16.4,2,4,.500,0,1,2,2,0,4,4,1,0,2,0,4,6,5.7,+13,.000,1.000
2019-11-10,201911100PHO,BRK,Nic Claxton,https://www.basketball-reference.com/boxscores/201911100PHO.html,12.0,2,2,1.000,0,0,0,0,1,1,2,2,0,0,0,1,4,5.4,0,,
2019-11-10,201911100PHO,BRK,Theo Pinson,https://www.basketball-reference.com/boxscores/201911100PHO.html,8.93,1,4,.250,0,3,2,2,0,1,1,2,0,0,1,0,4,2.3,-2,.000,1.000
2019-11-10,201911100PHO,BRK,Rodions Kurucs,https://www.basketball-reference.com/boxscores/201911100PHO.html,8.93,1,1,1.000,1,1,0,0,0,1,1,0,1,0,2,1,3,1.6,-2,1.000,
2019-11-10,201911100PHO,PHO,Devin Booker,https://www.basketball-reference.com/boxscores/201911100PHO.html,32.4,10,14,.714,4,5,3,3,0,2,2,9,0,0,2,0,27,26.1,+40,.800,1.000
2019-11-10,201911100PHO,PHO,Kelly Oubre Jr.,https://www.basketball-reference.com/boxscores/201911100PHO.html,30.67,6,11,.545,2,4,4,4,1,4,5,0,1,0,2,2,18,12.8,+23,.500,1.000
2019-11-10,201911100PHO,PHO,Ricky Rubio,https://www.basketball-reference.com/boxscores/201911100PHO.html,28.97,10,16,.625,2,4,0,0,0,4,4,12,2,0,0,2,22,25.6,+37,.500,
2019-11-10,201911100PHO,PHO,Dario Šarić,https://www.basketball-reference.com/boxscores/201911100PHO.html,25.97,3,8,.375,2,5,4,4,1,3,4,3,1,0,1,2,12,10.5,+27,.400,1.000
2019-11-10,201911100PHO,PHO,Aron Baynes,https://www.basketball-reference.com/boxscores/201911100PHO.html,17.55,6,10,.600,2,4,0,0,0,7,7,2,0,2,0,5,14,12.3,+14,.500,
2019-11-10,201911100PHO,PHO,Frank Kaminsky,https://www.basketball-reference.com/boxscores/201911100PHO.html,27.57,1,7,.143,0,4,0,2,0,6,6,2,0,1,0,4,2,-1.0,+14,.000,.000
2019-11-10,201911100PHO,PHO,Mikal Bridges,https://www.basketball-reference.com/boxscores/201911100PHO.html,26.4,2,7,.286,1,3,0,0,1,5,6,2,2,1,1,0,5,6.2,-8,.333,
2019-11-10,201911100PHO,PHO,Cameron Johnson,https://www.basketball-reference.com/boxscores/201911100PHO.html,19.6,6,10,.600,3,5,0,0,2,4,6,2,1,2,1,0,15,15.8,-2,.600,
2019-11-10,201911100PHO,PHO,Tyler Johnson,https://www.basketball-reference.com/boxscores/201911100PHO.html,16.55,5,12,.417,3,7,1,2,0,0,0,2,0,0,0,1,14,8.2,-12,.429,.500
2019-11-10,201911100PHO,PHO,Elie Okobo,https://www.basketball-reference.com/boxscores/201911100PHO.html,5.37,1,2,.500,0,1,2,2,0,0,0,2,1,0,0,0,4,5.4,-1,.000,1.000
2019-11-10,201911100PHO,PHO,Jevon Carter,https://www.basketball-reference.com/boxscores/201911100PHO.html,5.37,1,1,1.000,0,0,0,0,0,1,1,0,0,1,0,0,2,2.7,-1,,
2019-11-10,201911100PHO,PHO,Cheick Diallo,https://www.basketball-reference.com/boxscores/201911100PHO.html,3.6,1,1,1.000,0,0,1,2,0,1,1,1,0,0,0,1,3,2.9,-1,,.500
