game_date,game_id,team,quarter,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2019-11-13,201911130MIN,SAS,Q1,DeMar DeRozan,https://www.basketball-reference.com/boxscores/201911130MIN.html,9.2,2,3,.667,0,0,0,0,1,0,1,1,0,0,1,0,4,3.1,-8,,
2019-11-13,201911130MIN,SAS,Q1,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/201911130MIN.html,8.03,2,5,.400,0,0,0,0,1,0,1,1,0,0,0,0,4,2.7,-6,,
2019-11-13,201911130MIN,SAS,Q1,Bryn Forbes,https://www.basketball-reference.com/boxscores/201911130MIN.html,5.82,1,4,.250,0,3,0,0,1,0,1,0,0,0,0,2,2,-0.5,-8,.000,
2019-11-13,201911130MIN,SAS,Q1,Trey Lyles,https://www.basketball-reference.com/boxscores/201911130MIN.html,5.82,0,1,.000,0,1,0,0,1,1,2,1,0,0,0,0,0,1.0,-8,.000,
2019-11-13,201911130MIN,SAS,Q1,Dejounte Murray,https://www.basketball-reference.com/boxscores/201911130MIN.html,5.42,0,0,,0,0,2,2,0,3,3,0,0,0,0,0,2,2.9,-8,,1.000
2019-11-13,201911130MIN,SAS,Q1,Derrick White,https://www.basketball-reference.com/boxscores/201911130MIN.html,6.58,1,4,.250,0,0,0,0,0,1,1,0,1,0,0,1,2,0.5,+6,,
2019-11-13,201911130MIN,SAS,Q1,Rudy Gay,https://www.basketball-reference.com/boxscores/201911130MIN.html,6.18,1,4,.250,0,1,2,2,1,3,4,1,0,0,0,1,4,3.5,+6,.000,1.000
2019-11-13,201911130MIN,SAS,Q1,Patty Mills,https://www.basketball-reference.com/boxscores/201911130MIN.html,6.18,2,3,.667,1,2,1,1,0,0,0,0,0,0,0,0,6,4.7,+6,.500,1.000
2019-11-13,201911130MIN,SAS,Q1,Marco Belinelli,https://www.basketball-reference.com/boxscores/201911130MIN.html,2.8,0,1,.000,0,0,0,0,0,1,1,0,0,0,0,0,0,-0.4,+6,,
2019-11-13,201911130MIN,SAS,Q1,Jakob Poeltl,https://www.basketball-reference.com/boxscores/201911130MIN.html,3.97,0,0,,0,0,0,0,0,1,1,2,0,0,1,1,0,0.3,+4,,
2019-11-13,201911130MIN,SAS,Q2,DeMar DeRozan,https://www.basketball-reference.com/boxscores/201911130MIN.html,8.88,4,6,.667,0,0,1,1,0,1,1,0,0,1,0,0,9,7.4,-3,,1.000
2019-11-13,201911130MIN,SAS,Q2,LaMarcus Aldridge,https://www.basketball-reference.com/boxscores/201911130MIN.html,8.88,4,7,.571,0,1,1,1,0,0,0,0,0,1,0,0,9,6.4,-3,.000,1.000
2019-11-13,201911130MIN,SAS,Q2,Bryn Forbes,https://www.basketball-reference.com/boxscores/201911130MIN.html,5.48,1,1,1.000,1,1,0,0,0,0,0,1,0,0,0,0,3,3.4,0,1.000,
2019-11-13,201911130MIN,SAS,Q2,Trey Lyles,https://www.basketball-reference.com/boxscores/201911130MIN.html,3.43,0,0,,0,0,0,0,0,3,3,1,0,0,1,0,0,0.6,+5,,
2019-11-13,201911130MIN,SAS,Q2,Dejounte Murray,https://www.basketball-reference.com/boxscores/201911130MIN.html,5.52,0,2,.000,0,0,0,0,0,1,1,0,0,0,0,2,0,-1.9,-1,,
2019-11-13,201911130MIN,SAS,Q2,Derrick White,https://www.basketball-reference.com/boxscores/201911130MIN.html,5.95,1,1,1.000,0,0,1,1,0,1,1,0,0,0,1,2,3,1.2,-4,,1.000
2019-11-13,201911130MIN,SAS,Q2,Rudy Gay,https://www.basketball-reference.com/boxscores/201911130MIN.html,8.57,0,0,,0,0,0,0,0,3,3,2,0,0,0,1,0,1.9,-10,,
2019-11-13,201911130MIN,SAS,Q2,Patty Mills,https://www.basketball-reference.com/boxscores/201911130MIN.html,6.52,1,4,.250,0,0,2,2,0,0,0,1,0,0,0,0,4,2.3,-5,,1.000
2019-11-13,201911130MIN,SAS,Q2,Marco Belinelli,https://www.basketball-reference.com/boxscores/201911130MIN.html,3.65,1,1,1.000,0,0,0,0,0,0,0,0,0,0,0,0,2,1.7,-2,,
2019-11-13,201911130MIN,SAS,Q2,Jakob Poeltl,https://www.basketball-reference.com/boxscores/201911130MIN.html,3.12,2,2,1.000,0,0,1,2,1,0,1,0,0,0,0,0,5,4.7,-2,,.500
