game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,OT2,TOTAL
2020-03-09,202003090ATL,CHO,https://www.basketball-reference.com/boxscores/202003090ATL.html,32,31,31,28,9,7,138
2020-03-09,202003090ATL,ATL,https://www.basketball-reference.com/boxscores/202003090ATL.html,32,34,32,24,9,12,143
