game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2021-03-17,202103170PHI,MIL,https://www.basketball-reference.com/boxscores/202103170PHI.html,18,13,34,28,16,109
2021-03-17,202103170PHI,PHI,https://www.basketball-reference.com/boxscores/202103170PHI.html,25,20,29,19,12,105
