game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2022-11-20,202211200LAL,SAS,https://www.basketball-reference.com/boxscores/202211200LAL.html,20,28,19,25,92
2022-11-20,202211200LAL,LAL,https://www.basketball-reference.com/boxscores/202211200LAL.html,34,32,29,28,123
