game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg3_pct,ft_pct
2019-12-27,201912270MIA,IND,Domantas Sabonis,https://www.basketball-reference.com/boxscores/201912270MIA.html,31.15,4,11,.364,0,0,0,0,1,6,7,4,2,0,0,0,8,9.2,-5,,
2019-12-27,201912270MIA,IND,T.J. Warren,https://www.basketball-reference.com/boxscores/201912270MIA.html,30.97,5,12,.417,1,4,5,5,0,4,4,2,1,0,0,3,16,12.0,+2,.250,1.000
2019-12-27,201912270MIA,IND,Jeremy Lamb,https://www.basketball-reference.com/boxscores/201912270MIA.html,30.05,6,11,.545,1,3,3,3,0,4,4,1,0,2,1,3,16,11.8,+4,.333,1.000
2019-12-27,201912270MIA,IND,Aaron Holiday,https://www.basketball-reference.com/boxscores/201912270MIA.html,29.63,7,15,.467,1,4,2,2,0,3,3,9,0,0,0,0,17,16.5,+4,.250,1.000
2019-12-27,201912270MIA,IND,Myles Turner,https://www.basketball-reference.com/boxscores/201912270MIA.html,26.35,5,9,.556,3,5,0,0,0,6,6,1,0,0,0,4,13,9.6,+7,.600,
2019-12-27,201912270MIA,IND,Justin Holiday,https://www.basketball-reference.com/boxscores/201912270MIA.html,30.25,4,8,.500,3,6,0,0,0,1,1,1,2,0,0,1,11,9.6,-2,.500,
2019-12-27,201912270MIA,IND,Doug McDermott,https://www.basketball-reference.com/boxscores/201912270MIA.html,21.12,5,10,.500,4,7,0,0,0,1,1,2,0,0,1,2,14,8.9,-5,.571,
2019-12-27,201912270MIA,IND,T.J. McConnell,https://www.basketball-reference.com/boxscores/201912270MIA.html,18.42,3,7,.429,0,0,0,2,0,4,4,6,1,0,1,2,6,6.1,-5,,.000
2019-12-27,201912270MIA,IND,Edmond Sumner,https://www.basketball-reference.com/boxscores/201912270MIA.html,17.9,5,7,.714,1,2,0,0,1,3,4,1,2,2,1,1,11,12.4,-5,.500,
2019-12-27,201912270MIA,IND,Goga Bitadze,https://www.basketball-reference.com/boxscores/201912270MIA.html,4.17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,,
2019-12-27,201912270MIA,MIA,Bam Adebayo,https://www.basketball-reference.com/boxscores/201912270MIA.html,35.98,8,10,.800,0,0,2,2,6,9,15,6,0,0,1,0,18,24.3,+2,,1.000
2019-12-27,201912270MIA,MIA,Jimmy Butler,https://www.basketball-reference.com/boxscores/201912270MIA.html,32.92,3,11,.273,0,0,14,15,5,4,9,6,1,0,4,3,20,17.8,+3,,.933
2019-12-27,201912270MIA,MIA,Kendrick Nunn,https://www.basketball-reference.com/boxscores/201912270MIA.html,28.27,7,14,.500,3,7,0,0,0,4,4,4,0,0,0,3,17,12.8,+3,.429,
2019-12-27,201912270MIA,MIA,Duncan Robinson,https://www.basketball-reference.com/boxscores/201912270MIA.html,28.12,6,11,.545,6,10,0,0,0,3,3,2,0,0,0,2,18,14.2,-6,.600,
2019-12-27,201912270MIA,MIA,Meyers Leonard,https://www.basketball-reference.com/boxscores/201912270MIA.html,19.03,0,5,.000,0,3,0,0,0,2,2,0,0,0,1,1,0,-4.3,-8,.000,
2019-12-27,201912270MIA,MIA,Goran Dragić,https://www.basketball-reference.com/boxscores/201912270MIA.html,29.4,6,14,.429,2,5,0,0,0,3,3,6,1,0,3,0,14,9.7,+1,.400,
2019-12-27,201912270MIA,MIA,Derrick Jones Jr.,https://www.basketball-reference.com/boxscores/201912270MIA.html,27.2,3,9,.333,0,4,1,2,2,4,6,1,0,2,1,0,7,5.2,-3,.000,.500
2019-12-27,201912270MIA,MIA,Tyler Herro,https://www.basketball-reference.com/boxscores/201912270MIA.html,22.4,4,11,.364,2,6,0,0,1,8,9,4,0,0,3,1,10,6.4,+1,.333,
2019-12-27,201912270MIA,MIA,Kelly Olynyk,https://www.basketball-reference.com/boxscores/201912270MIA.html,16.68,3,4,.750,3,3,0,0,0,5,5,0,1,0,0,2,9,9.1,+12,1.000,
