game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2019-11-22,201911220OKC,LAL,https://www.basketball-reference.com/boxscores/201911220OKC.html,34,32,40,24,130
2019-11-22,201911220OKC,OKC,https://www.basketball-reference.com/boxscores/201911220OKC.html,33,34,36,24,127
