game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-12-06,202312060GSW,POR,https://www.basketball-reference.com/boxscores/202312060GSW.html,97.5,0.495,8.9,23.9,0.126,108.7
2023-12-06,202312060GSW,GSW,https://www.basketball-reference.com/boxscores/202312060GSW.html,97.5,0.477,14.5,34.1,0.326,112.8
