game_date,game_id,team,player,url,mp,fg,fga,fg_pct,fg3,fg3a,fg3_pct,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,ft_pct
2025-03-14,202503140UTA,TOR,Jamison Battle,https://www.basketball-reference.com/boxscores/202503140UTA.html,36.45,3,11,.273,1,6,.167,0,0,0,6,6,0,1,2,0,3,7,3.5,-11,
2025-03-14,202503140UTA,TOR,RJ Barrett,https://www.basketball-reference.com/boxscores/202503140UTA.html,25.32,7,14,.500,1,4,.250,2,3,0,2,2,5,1,0,2,3,17,11.5,0,.667
2025-03-14,202503140UTA,TOR,Immanuel Quickley,https://www.basketball-reference.com/boxscores/202503140UTA.html,25.13,6,13,.462,2,8,.250,6,6,1,4,5,5,1,0,2,2,20,16.9,+14,1.000
2025-03-14,202503140UTA,TOR,Scottie Barnes,https://www.basketball-reference.com/boxscores/202503140UTA.html,24.3,8,16,.500,1,2,.500,3,6,1,9,10,3,1,0,1,1,20,15.9,+13,.500
2025-03-14,202503140UTA,TOR,Colin Castleton,https://www.basketball-reference.com/boxscores/202503140UTA.html,23.55,5,5,1.000,1,1,1.000,2,2,2,5,7,2,0,0,4,4,13,10.2,+1,1.000
2025-03-14,202503140UTA,TOR,Orlando Robinson,https://www.basketball-reference.com/boxscores/202503140UTA.html,34.3,4,10,.400,0,0,,6,8,3,7,10,5,0,2,2,4,14,13.3,+4,.750
2025-03-14,202503140UTA,TOR,Jamal Shead,https://www.basketball-reference.com/boxscores/202503140UTA.html,26.63,4,9,.444,3,4,.750,0,0,1,1,2,5,3,2,2,3,11,12.0,+2,
2025-03-14,202503140UTA,TOR,A.J. Lawson,https://www.basketball-reference.com/boxscores/202503140UTA.html,23.85,6,10,.600,2,5,.400,4,6,1,4,5,0,0,0,1,2,18,12.7,+10,.667
2025-03-14,202503140UTA,TOR,Garrett Temple,https://www.basketball-reference.com/boxscores/202503140UTA.html,20.47,1,3,.333,1,2,.500,3,4,1,3,4,3,2,0,1,4,6,7.0,+7,.750
2025-03-14,202503140UTA,UTA,Isaiah Collier,https://www.basketball-reference.com/boxscores/202503140UTA.html,36.13,6,11,.545,0,0,,4,5,1,4,5,8,1,0,1,1,16,17.4,+12,.800
2025-03-14,202503140UTA,UTA,Kyle Filipowski,https://www.basketball-reference.com/boxscores/202503140UTA.html,32.98,5,11,.455,3,5,.600,5,6,3,8,11,3,2,1,2,3,18,18.0,+14,.833
2025-03-14,202503140UTA,UTA,Cody Williams,https://www.basketball-reference.com/boxscores/202503140UTA.html,26.22,2,5,.400,2,4,.500,0,0,0,4,4,0,0,0,2,4,6,0.9,+4,
2025-03-14,202503140UTA,UTA,Collin Sexton,https://www.basketball-reference.com/boxscores/202503140UTA.html,20.18,3,13,.231,0,3,.000,2,3,1,0,1,2,0,0,3,1,8,-1.6,-24,.667
2025-03-14,202503140UTA,UTA,Lauri Markkanen,https://www.basketball-reference.com/boxscores/202503140UTA.html,18.62,5,14,.357,4,8,.500,2,2,0,5,5,0,0,0,2,1,16,7.3,+10,1.000
2025-03-14,202503140UTA,UTA,Johnny Juzang,https://www.basketball-reference.com/boxscores/202503140UTA.html,24.1,5,12,.417,2,8,.250,2,2,0,4,4,1,2,0,2,4,14,7.9,-10,1.000
2025-03-14,202503140UTA,UTA,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202503140UTA.html,22.83,5,9,.556,2,3,.667,7,9,1,1,2,3,2,0,2,1,19,16.6,-14,.778
2025-03-14,202503140UTA,UTA,Brice Sensabaugh,https://www.basketball-reference.com/boxscores/202503140UTA.html,21.3,5,7,.714,3,4,.750,0,0,0,1,1,0,2,0,1,2,13,10.6,-9,
2025-03-14,202503140UTA,UTA,KJ Martin,https://www.basketball-reference.com/boxscores/202503140UTA.html,20.97,1,3,.333,0,1,.000,0,0,0,1,1,3,1,0,0,4,2,2.1,-29,
2025-03-14,202503140UTA,UTA,Jaden Springer,https://www.basketball-reference.com/boxscores/202503140UTA.html,16.67,2,4,.500,0,2,.000,2,4,0,1,1,3,2,1,1,4,6,5.7,+6,.500
