game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2021-05-29,202105290POR,DEN,Q1,Facundo Campazzo,https://www.basketball-reference.com/boxscores/202105290POR.html,9.3,0,0,0,0,1,2,.500,0,0,0,4,1,0,0,1,1,4.0,-6,,
2021-05-29,202105290POR,DEN,Q1,Nikola Jokić,https://www.basketball-reference.com/boxscores/202105290POR.html,12.0,3,9,0,1,1,2,.500,1,3,4,0,0,0,1,1,7,1.7,-8,.333,.000
2021-05-29,202105290POR,DEN,Q1,Austin Rivers,https://www.basketball-reference.com/boxscores/202105290POR.html,11.07,2,3,2,3,0,0,,0,0,0,0,0,0,0,0,6,4.7,-8,.667,.667
2021-05-29,202105290POR,DEN,Q1,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202105290POR.html,8.02,1,2,1,2,0,0,,0,1,1,0,0,0,1,0,3,1.3,-7,.500,.500
2021-05-29,202105290POR,DEN,Q1,Aaron Gordon,https://www.basketball-reference.com/boxscores/202105290POR.html,7.42,1,2,0,1,0,0,,1,1,2,0,0,0,0,1,2,1.6,-10,.500,.000
2021-05-29,202105290POR,DEN,Q1,Markus Howard,https://www.basketball-reference.com/boxscores/202105290POR.html,2.7,0,1,0,1,0,0,,0,1,1,0,0,0,0,0,0,-0.4,-2,.000,.000
2021-05-29,202105290POR,DEN,Q1,Monte Morris,https://www.basketball-reference.com/boxscores/202105290POR.html,4.92,2,6,1,2,0,0,,1,0,1,1,0,0,0,0,5,3.0,-1,.333,.500
2021-05-29,202105290POR,DEN,Q1,JaMychal Green,https://www.basketball-reference.com/boxscores/202105290POR.html,4.58,0,0,0,0,0,0,,0,1,1,1,0,0,0,1,0,0.6,+2,,
2021-05-29,202105290POR,DEN,Q2,Facundo Campazzo,https://www.basketball-reference.com/boxscores/202105290POR.html,6.07,1,5,1,4,0,0,,0,0,0,1,0,0,0,0,3,0.6,-8,.200,.250
2021-05-29,202105290POR,DEN,Q2,Nikola Jokić,https://www.basketball-reference.com/boxscores/202105290POR.html,6.07,2,3,0,0,0,0,,1,2,3,1,0,0,1,0,4,3.7,-8,.667,
2021-05-29,202105290POR,DEN,Q2,Austin Rivers,https://www.basketball-reference.com/boxscores/202105290POR.html,6.07,0,1,0,0,2,2,1.000,0,2,2,0,0,0,0,1,2,1.5,-8,.000,
2021-05-29,202105290POR,DEN,Q2,Michael Porter Jr.,https://www.basketball-reference.com/boxscores/202105290POR.html,10.12,0,0,0,0,0,0,,1,2,3,0,0,0,1,2,0,-0.5,+2,,
2021-05-29,202105290POR,DEN,Q2,Aaron Gordon,https://www.basketball-reference.com/boxscores/202105290POR.html,6.07,0,2,0,0,2,2,1.000,1,0,1,0,0,0,0,0,2,1.3,-8,.000,
2021-05-29,202105290POR,DEN,Q2,Markus Howard,https://www.basketball-reference.com/boxscores/202105290POR.html,7.27,1,4,1,3,0,0,,0,1,1,1,0,0,0,1,3,1.2,+2,.250,.333
2021-05-29,202105290POR,DEN,Q2,Monte Morris,https://www.basketball-reference.com/boxscores/202105290POR.html,6.35,0,0,0,0,0,0,,0,1,1,1,1,0,0,0,0,2.0,+8,,
