game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2020-08-06,202008060SAC,NOP,https://www.basketball-reference.com/boxscores/202008060SAC.html,39,31,33,22,125
2020-08-06,202008060SAC,SAC,https://www.basketball-reference.com/boxscores/202008060SAC.html,49,28,40,23,140
