game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,fg3_pct
2022-01-03,202201030NOP,UTA,Q1,Rudy Gobert,https://www.basketball-reference.com/boxscores/202201030NOP.html,9.77,0,0,0,0,0,2,.000,1,2,3,0,1,0,0,0,0,1.5,+1,,
2022-01-03,202201030NOP,UTA,Q1,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202201030NOP.html,7.98,0,3,0,1,0,0,,0,0,0,0,0,0,0,0,0,-2.1,-6,.000,.000
2022-01-03,202201030NOP,UTA,Q1,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202201030NOP.html,8.63,1,3,1,1,0,0,,0,0,0,0,1,0,1,1,3,0.9,-6,.333,1.000
2022-01-03,202201030NOP,UTA,Q1,Mike Conley,https://www.basketball-reference.com/boxscores/202201030NOP.html,8.25,1,4,0,1,2,2,1.000,0,3,3,3,0,0,1,2,4,2.8,+3,.250,.000
2022-01-03,202201030NOP,UTA,Q1,Royce O'Neale,https://www.basketball-reference.com/boxscores/202201030NOP.html,8.63,1,1,1,1,0,0,,0,0,0,0,0,0,0,1,3,2.3,-6,1.000,1.000
2022-01-03,202201030NOP,UTA,Q1,Joe Ingles,https://www.basketball-reference.com/boxscores/202201030NOP.html,7.12,0,1,0,1,0,0,,0,1,1,1,0,0,0,1,0,-0.1,+1,.000,.000
2022-01-03,202201030NOP,UTA,Q1,Jordan Clarkson,https://www.basketball-reference.com/boxscores/202201030NOP.html,4.02,3,4,3,4,0,0,,0,0,0,0,0,0,0,0,9,7.4,+5,.750,.750
2022-01-03,202201030NOP,UTA,Q1,Rudy Gay,https://www.basketball-reference.com/boxscores/202201030NOP.html,5.6,1,2,0,0,2,2,1.000,0,0,0,1,0,0,0,1,4,3.3,+3,.500,
2022-01-03,202201030NOP,UTA,Q2,Rudy Gobert,https://www.basketball-reference.com/boxscores/202201030NOP.html,9.52,2,5,0,0,2,2,1.000,4,4,8,0,0,1,0,2,6,7.2,+7,.400,
2022-01-03,202201030NOP,UTA,Q2,Bojan Bogdanović,https://www.basketball-reference.com/boxscores/202201030NOP.html,8.33,1,3,1,3,0,0,,0,0,0,0,0,0,0,0,3,1.3,+3,.333,.333
2022-01-03,202201030NOP,UTA,Q2,Donovan Mitchell,https://www.basketball-reference.com/boxscores/202201030NOP.html,6.87,3,5,1,3,0,0,,0,1,1,1,0,0,0,0,7,5.7,+3,.600,.333
2022-01-03,202201030NOP,UTA,Q2,Mike Conley,https://www.basketball-reference.com/boxscores/202201030NOP.html,6.12,3,5,2,3,0,0,,2,1,3,1,0,0,0,0,8,8.1,+6,.600,.667
2022-01-03,202201030NOP,UTA,Q2,Royce O'Neale,https://www.basketball-reference.com/boxscores/202201030NOP.html,6.87,0,0,0,0,0,0,,0,2,2,0,0,0,1,1,0,-0.8,+3,,
2022-01-03,202201030NOP,UTA,Q2,Joe Ingles,https://www.basketball-reference.com/boxscores/202201030NOP.html,5.13,0,1,0,1,0,0,,0,0,0,0,0,0,1,0,0,-1.7,+1,.000,.000
