game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2024-02-02,202402020MIN,ORL,https://www.basketball-reference.com/boxscores/202402020MIN.html,26,28,26,28,108
2024-02-02,202402020MIN,MIN,https://www.basketball-reference.com/boxscores/202402020MIN.html,38,21,29,18,106
