game_date,game_id,team,url,Q1,Q2,Q3,Q4,OT1,TOTAL
2023-11-01,202311010LAL,LAC,https://www.basketball-reference.com/boxscores/202311010LAL.html,37,24,24,32,8,125
2023-11-01,202311010LAL,LAL,https://www.basketball-reference.com/boxscores/202311010LAL.html,24,24,39,30,13,130
