game_date,game_id,team,quarter,player,url,mp,fg,fga,fg3,fg3a,ft,fta,orb,drb,trb,ast,stl,blk,tov,pf,pts,game_score,plus_minus,fg_pct,ft_pct,fg3_pct
2021-04-30,202104300PHI,ATL,Q4,Bruno Fernando,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.38,1,2,0,0,1,2,1,0,1,0,0,0,0,0,3,2.3,+2,.500,.500,
2021-04-30,202104300PHI,ATL,Q4,Skylar Mays,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.9,2,3,0,1,0,0,0,0,0,1,0,0,0,0,4,3.4,+2,.667,,.000
2021-04-30,202104300PHI,ATL,Q4,Nathan Knight,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.9,1,3,0,1,0,0,1,1,2,1,1,0,0,0,2,3.0,+2,.333,,.000
2021-04-30,202104300PHI,PHI,Q1,Ben Simmons,https://www.basketball-reference.com/boxscores/202104300PHI.html,11.05,5,7,0,0,0,0,2,1,3,0,0,0,0,0,10,8.8,-4,.714,,
2021-04-30,202104300PHI,PHI,Q1,Joel Embiid,https://www.basketball-reference.com/boxscores/202104300PHI.html,9.08,2,5,0,0,2,2,1,1,2,0,0,1,2,0,6,3.0,-7,.400,1.000,
2021-04-30,202104300PHI,PHI,Q1,Tobias Harris,https://www.basketball-reference.com/boxscores/202104300PHI.html,8.27,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,-1.1,-11,.000,,
2021-04-30,202104300PHI,PHI,Q1,Seth Curry,https://www.basketball-reference.com/boxscores/202104300PHI.html,8.27,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,-1.4,-11,.000,,.000
2021-04-30,202104300PHI,PHI,Q1,Danny Green,https://www.basketball-reference.com/boxscores/202104300PHI.html,7.25,0,2,0,2,0,0,0,1,1,0,0,1,0,2,0,-1.2,-11,.000,,.000
2021-04-30,202104300PHI,PHI,Q1,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202104300PHI.html,4.75,1,1,0,0,0,0,0,0,0,2,0,0,0,1,2,2.7,+8,1.000,,
2021-04-30,202104300PHI,PHI,Q1,Shake Milton,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.73,1,1,1,1,1,1,0,0,0,1,0,0,0,0,4,4.4,+8,1.000,1.000,1.000
2021-04-30,202104300PHI,PHI,Q1,George Hill,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.73,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0.3,+8,.000,,.000
2021-04-30,202104300PHI,PHI,Q1,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/202104300PHI.html,0.95,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,-0.1,+1,.000,,.000
2021-04-30,202104300PHI,PHI,Q1,Dwight Howard,https://www.basketball-reference.com/boxscores/202104300PHI.html,2.92,0,0,0,0,1,2,0,1,1,0,0,0,0,1,1,0.5,+4,,.500,
2021-04-30,202104300PHI,PHI,Q2,Ben Simmons,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.42,1,1,0,0,2,2,0,1,1,3,0,1,0,0,4,6.8,+13,1.000,1.000,
2021-04-30,202104300PHI,PHI,Q2,Joel Embiid,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.98,3,4,0,0,3,3,0,1,1,1,0,0,1,3,9,6.2,+15,.750,1.000,
2021-04-30,202104300PHI,PHI,Q2,Tobias Harris,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.47,4,5,1,1,2,2,1,1,2,0,0,0,0,0,11,10.1,+15,.800,1.000,1.000
2021-04-30,202104300PHI,PHI,Q2,Seth Curry,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.47,1,1,1,1,0,0,0,4,4,1,0,0,0,0,3,4.6,+15,1.000,,1.000
2021-04-30,202104300PHI,PHI,Q2,Danny Green,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.42,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,-0.8,+13,.000,,.000
2021-04-30,202104300PHI,PHI,Q2,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.58,1,1,0,0,0,0,0,1,1,0,2,0,0,1,2,3.6,+9,1.000,,
2021-04-30,202104300PHI,PHI,Q2,Shake Milton,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.58,1,5,0,0,0,0,0,0,0,0,0,0,0,1,2,-1.5,+9,.200,,
2021-04-30,202104300PHI,PHI,Q2,George Hill,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.02,0,3,0,0,2,2,2,1,3,1,0,0,1,0,2,1.3,+7,.000,1.000,
2021-04-30,202104300PHI,PHI,Q2,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.53,1,3,0,1,0,0,1,0,1,1,0,0,0,1,2,1.3,+7,.333,,.000
2021-04-30,202104300PHI,PHI,Q2,Dwight Howard,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.53,3,4,0,0,1,2,3,2,5,0,0,1,0,0,7,8.4,+7,.750,.500,
2021-04-30,202104300PHI,PHI,Q3,Ben Simmons,https://www.basketball-reference.com/boxscores/202104300PHI.html,10.2,2,2,0,0,0,0,2,0,2,2,1,0,0,2,4,6.4,0,1.000,,
2021-04-30,202104300PHI,PHI,Q3,Joel Embiid,https://www.basketball-reference.com/boxscores/202104300PHI.html,9.75,1,5,1,2,0,0,1,2,3,0,1,0,0,0,3,2.2,0,.200,,.500
2021-04-30,202104300PHI,PHI,Q3,Tobias Harris,https://www.basketball-reference.com/boxscores/202104300PHI.html,9.0,3,5,1,3,0,0,0,0,0,0,0,0,0,0,7,4.7,+3,.600,,.333
2021-04-30,202104300PHI,PHI,Q3,Seth Curry,https://www.basketball-reference.com/boxscores/202104300PHI.html,9.0,0,4,0,2,4,4,0,2,2,2,0,0,0,0,4,3.2,+3,.000,1.000,.000
2021-04-30,202104300PHI,PHI,Q3,Danny Green,https://www.basketball-reference.com/boxscores/202104300PHI.html,8.13,2,5,1,2,0,0,1,1,2,0,1,0,0,1,5,3.9,+2,.400,,.500
2021-04-30,202104300PHI,PHI,Q3,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.0,1,2,0,1,0,0,0,0,0,1,0,0,0,2,2,0.9,-5,.500,,.000
2021-04-30,202104300PHI,PHI,Q3,Shake Milton,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,-1.8,-5,.000,,.000
2021-04-30,202104300PHI,PHI,Q3,George Hill,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.87,0,2,0,0,2,2,1,0,1,0,0,0,0,0,2,1.3,-4,.000,1.000,
2021-04-30,202104300PHI,PHI,Q3,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/202104300PHI.html,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-2,,,
2021-04-30,202104300PHI,PHI,Q3,Dwight Howard,https://www.basketball-reference.com/boxscores/202104300PHI.html,2.25,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2.4,-2,1.000,,
2021-04-30,202104300PHI,PHI,Q4,Matisse Thybulle,https://www.basketball-reference.com/boxscores/202104300PHI.html,8.62,2,4,0,1,0,0,0,0,0,2,2,0,0,1,4,5.0,+7,.500,,.000
2021-04-30,202104300PHI,PHI,Q4,Shake Milton,https://www.basketball-reference.com/boxscores/202104300PHI.html,8.62,3,3,1,1,0,0,0,1,1,3,0,0,1,1,7,7.1,+7,1.000,,1.000
2021-04-30,202104300PHI,PHI,Q4,George Hill,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,+7,,,
2021-04-30,202104300PHI,PHI,Q4,Furkan Korkmaz,https://www.basketball-reference.com/boxscores/202104300PHI.html,9.17,3,5,3,5,0,0,1,1,2,3,0,0,0,0,9,9.8,+6,.600,,.600
2021-04-30,202104300PHI,PHI,Q4,Dwight Howard,https://www.basketball-reference.com/boxscores/202104300PHI.html,6.65,4,6,0,0,1,2,2,3,5,0,0,1,1,1,9,7.6,+7,.667,.500,
2021-04-30,202104300PHI,PHI,Q4,Tyrese Maxey,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.9,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.7,-2,.000,,
2021-04-30,202104300PHI,PHI,Q4,Mike Scott,https://www.basketball-reference.com/boxscores/202104300PHI.html,5.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.7,-2,.000,,
2021-04-30,202104300PHI,PHI,Q4,Paul Reed,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.38,1,1,0,0,0,0,0,1,1,0,1,1,1,1,2,2.3,-2,1.000,,
2021-04-30,202104300PHI,PHI,Q4,Isaiah Joe,https://www.basketball-reference.com/boxscores/202104300PHI.html,3.38,0,0,0,0,1,2,0,1,1,0,0,0,1,0,1,-0.1,-2,,.500,
2021-04-30,202104300PHI,PHI,Q4,Anthony Tolliver,https://www.basketball-reference.com/boxscores/202104300PHI.html,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-1,,,
