game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2023-11-06,202311060DEN,NOP,https://www.basketball-reference.com/boxscores/202311060DEN.html,100.7,0.572,11.9,19.0,0.144,115.2
2023-11-06,202311060DEN,DEN,https://www.basketball-reference.com/boxscores/202311060DEN.html,100.7,0.616,8.7,26.8,0.179,133.1
