game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2019-11-25,201911250SAS,LAL,https://www.basketball-reference.com/boxscores/201911250SAS.html,25,29,32,28,114
2019-11-25,201911250SAS,SAS,https://www.basketball-reference.com/boxscores/201911250SAS.html,22,34,26,22,104
