game_date,game_id,team,url,pace,eFG%,TOV%,ORB%,FT/FGA,ORtg
2024-12-05,202412050SAS,CHI,https://www.basketball-reference.com/boxscores/202412050SAS.html,106.3,0.672,16.0,29.7,0.2,130.8
2024-12-05,202412050SAS,SAS,https://www.basketball-reference.com/boxscores/202412050SAS.html,106.3,0.505,8.9,27.8,0.295,116.7
