game_date,game_id,team,url,Q1,Q2,Q3,Q4,TOTAL
2021-12-13,202112130MEM,PHI,https://www.basketball-reference.com/boxscores/202112130MEM.html,30,26,19,16,91
2021-12-13,202112130MEM,MEM,https://www.basketball-reference.com/boxscores/202112130MEM.html,37,31,33,25,126
